company_name,ticker,company_name_norm
ヒップ,2136,ヒップ
クルーズ,2138,クルーズ
中広,2139,中広
上場インデックスファンド日経半導体株,213A,上場インデックスファンド日経半導体株
ＵＴグループ,2146,ＵＴグループ
アイティメディア,2148,アイティメディア
ケアネット,2150,ケアネット
幼児活動研究会,2152,幼児活動研究会
Ｅ・Ｊホールディングス,2153,Ｅ・Ｊホールディングス
オープンアップグループ,2154,オープンアップグループ
セーラー広告,2156,セーラー広告
コシダカホールディングス,2157,コシダカホールディングス
ＦＲＯＮＴＥＯ,2158,ＦＲＯＮＴＥＯ
タイミー,215A,タイミー
ジーエヌアイグループ,2160,ジーエヌアイグループ
ｎｍｓ　ホールディングス,2162,ｎｍｓ ホールディングス
アルトナー,2163,アルトナー
地域新聞社,2164,地域新聞社
パソナグループ,2168,パソナグループ
ＣＤＳ,2169,ＣＤＳ
ライフクリエイト,216A,ライフクリエイト
リンクアンドモチベーション,2170,リンクアンドモチベーション
博展,2173,博展
エス・エム・エス,2175,エス・エム・エス
成学社,2179,成学社
サポート,217A,サポート
サニーサイドアップグループ,2180,サニーサイドアップグループ
パーソルホールディングス,2181,パーソルホールディングス
リニカル,2183,リニカル
シイエム・シイ,2185,シイエム・シイ
ソーバル,2186,ソーバル
Ｌｉｂｅｒａｗａｒｅ,218A,Ｌｉｂｅｒａｗａｒｅ
クックパッド,2193,クックパッド
アミタホールディングス,2195,アミタホールディングス
エスクリ,2196,エスクリ
アイ・ケイ・ケイホールディングス,2198,アイ・ケイ・ケイホールディングス
Ｈｅａｒｔｓｅｅｄ,219A,Ｈｅａｒｔｓｅｅｄ
森永製菓,2201,森永製菓
中村屋,2204,中村屋
江崎グリコ,2206,江崎グリコ
ｍｅｉｔｏ,2207,ｍｅｉｔｏ
ブルボン,2208,ブルボン
井村屋グループ,2209,井村屋グループ
Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,220A,Ｆａｂｅｒ Ｃｏｍｐａｎｙ
不二家,2211,不二家
山崎製パン,2212,山崎製パン
第一屋製パン,2215,第一屋製パン
カンロ,2216,カンロ
モロゾフ,2217,モロゾフ
ＭＡＸＩＳ日経半導体株上場投信,221A,ＭＡＸＩＳ日経半導体株上場投信
亀田製菓,2220,亀田製菓
岩塚製菓,2221,岩塚製菓
寿スピリッツ,2222,寿スピリッツ
コモ,2224,コモ
湖池屋,2226,湖池屋
カルビー,2229,カルビー
ＮＩＣＳ,222A,ＮＩＣＳ
上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし,2235,上場インデックスファンド米国株式（ダウ平均）為替ヘッジなし
グローバルＸ　Ｓ＆Ｐ５００配当貴族ＥＴＦ,2236,グローバルＸ Ｓ＆Ｐ５００配当貴族ＥＴＦ
ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００レバレッジ,2237,ｉＦｒｅｅＥＴＦ Ｓ＆Ｐ５００レバレッジ
ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００インバース,2238,ｉＦｒｅｅＥＴＦ Ｓ＆Ｐ５００インバース
上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍,2239,上場インデックスファンドＳ＆Ｐ５００先物レバレッジ２倍
グローバルＸ　ＡＩ＆ビッグデータ　ＥＴＦ,223A,グローバルＸ ＡＩ＆ビッグデータ ＥＴＦ
上場インデックスファンドＳ＆Ｐ５００先物インバース,2240,上場インデックスファンドＳ＆Ｐ５００先物インバース
ＭＡＸＩＳ　ＮＹダウ上場投信,2241,ＭＡＸＩＳ ＮＹダウ上場投信
ＭＡＸＩＳ　ＮＹダウ上場投信（為替ヘッジあり）,2242,ＭＡＸＩＳ ＮＹダウ上場投信（為替ヘッジあり）
グローバルＸ　半導体　ＥＴＦ,2243,グローバルＸ 半導体 ＥＴＦ
グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,2244,グローバルＸ ＵＳ テック・トップ２０ ＥＴＦ
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,2245,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ・ドイツ国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,2246,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ・フランス国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信
ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジなし）,2247,ｉＦｒｅｅＥＴＦ Ｓ＆Ｐ５００（為替ヘッジなし）
ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００（為替ヘッジあり）,2248,ｉＦｒｅｅＥＴＦ Ｓ＆Ｐ５００（為替ヘッジあり）
ｉＦｒｅｅＥＴＦ　Ｓ＆Ｐ５００ダブルインバース,2249,ｉＦｒｅｅＥＴＦ Ｓ＆Ｐ５００ダブルインバース
グローバルＸ　ウラニウムビジネス　ＥＴＦ,224A,グローバルＸ ウラニウムビジネス ＥＴＦ
ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,2250,ｉシェアーズ ＭＳＣＩ ジャパン気候変動アクション ＥＴＦ
ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ国債先物ダブルインバース指数連動型上場投信,2251,ＮＥＸＴ ＦＵＮＤＳ ＪＰＸ国債先物ダブルインバース指数連動型上場投信
グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　米国中小型　Ｍｏａｔ　ＥＴＦ,2252,グローバルＸ Ｍｏｒｎｉｎｇｓｔａｒ 米国中小型 Ｍｏａｔ ＥＴＦ
グローバルＸ　スーパーディビィデンド－ＵＳ　ＥＴＦ,2253,グローバルＸ スーパーディビィデンド－ＵＳ ＥＴＦ
グローバルＸ　チャイナＥＶ＆バッテリー　ＥＴＦ,2254,グローバルＸ チャイナＥＶ＆バッテリー ＥＴＦ
ｉシェアーズ　米国債２０年超　ＥＴＦ,2255,ｉシェアーズ 米国債２０年超 ＥＴＦ
ｉシェアーズ　米国総合債券　ＥＴＦ,2256,ｉシェアーズ 米国総合債券 ＥＴＦ
ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ,2257,ｉシェアーズ 米ドル建て投資適格社債 ＥＴＦ
ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ,2258,ｉシェアーズ 米ドル建てハイイールド社債 ＥＴＦ
ｉシェアーズ　フランス国債７－１０年　ＥＴＦ（為替ヘッジあり）,2259,ｉシェアーズ フランス国債７－１０年 ＥＴＦ（為替ヘッジあり）
森永乳業,2264,森永乳業
六甲バター,2266,六甲バター
ヤクルト本社,2267,ヤクルト本社
Ｂ－Ｒ　サーティワン　アイスクリーム,2268,Ｂ－Ｒ サーティワン アイスクリーム
明治ホールディングス,2269,明治ホールディングス
勝美ジャパン,226A,勝美ジャパン
雪印メグミルク,2270,雪印メグミルク
ＩＮＳＩＧＨＴ　ＬＡＢ,227A,ＩＮＳＩＧＨＴ ＬＡＢ
プリマハム,2281,プリマハム
日本ハム,2282,日本ハム
林兼産業,2286,林兼産業
丸大食品,2288,丸大食品
オプロ,228A,オプロ
福留ハム,2291,福留ハム
Ｓ　Ｆｏｏｄｓ,2292,Ｓ Ｆｏｏｄｓ
滝沢ハム,2293,滝沢ハム
柿安本店,2294,柿安本店
伊藤ハム米久ホールディングス,2296,伊藤ハム米久ホールディングス
アスミホールディングス,229A,アスミホールディングス
きょくとう,2300,きょくとう
学情,2301,学情
ドーン,2303,ドーン
ＣＳＳホールディングス,2304,ＣＳＳホールディングス
スタジオアリス,2305,スタジオアリス
クロスキャット,2307,クロスキャット
エプコ,2311,エプコ
ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,2315,ＣＡＩＣＡ ＤＩＧＩＴＡＬ
システナ,2317,システナ
ソフトフロントホールディングス,2321,ソフトフロントホールディングス
ｆｏｎｆｕｎ,2323,ｆｏｎｆｕｎ
ＮＪＳ,2325,ＮＪＳ
デジタルアーツ,2326,デジタルアーツ
日鉄ソリューションズ,2327,日鉄ソリューションズ
東北新社,2329,東北新社
フォーサイド,2330,フォーサイド
ＡＬＳＯＫ,2331,ＡＬＳＯＫ
クエスト,2332,クエスト
イオレ,2334,イオレ
キューブシステム,2335,キューブシステム
いちご,2337,いちご
クオンタムソリューションズ,2338,クオンタムソリューションズ
ｉＦｒｅｅＥＴＦ　インドＮｉｆｔｙ５０,233A,ｉＦｒｅｅＥＴＦ インドＮｉｆｔｙ５０
極楽湯ホールディングス,2340,極楽湯ホールディングス
アルバイトタイムス,2341,アルバイトタイムス
トランスジェニックグループ,2342,トランスジェニックグループ
平安レイサービス,2344,平安レイサービス
クシム,2345,クシム
エヌアイデイ,2349,エヌアイデイ
グローバルＸ　ＭＳＣＩ　キャッシュフローキング－日本株式　ＥＴＦ,234A,グローバルＸ ＭＳＣＩ キャッシュフローキング－日本株式 ＥＴＦ
ＡＳＪ,2351,ＡＳＪ
日本駐車場開発,2353,日本駐車場開発
ＹＥ　ＤＩＧＩＴＡＬ,2354,ＹＥ ＤＩＧＩＴＡＬ
コア,2359,コア
グローバルＸ　高配当３０－日本株式　ＥＴＦ,235A,グローバルＸ 高配当３０－日本株式 ＥＴＦ
ｉシェアーズ　日本国債７－１０年　ＥＴＦ,236A,ｉシェアーズ 日本国債７－１０年 ＥＴＦ
メディネット,2370,メディネット
カカクコム,2371,カカクコム
ケア２１,2373,ケア２１
セントケア・ホールディング,2374,セントケア・ホールディング
ギグワークス,2375,ギグワークス
サイネックス,2376,サイネックス
ルネサンス,2378,ルネサンス
ディップ,2379,ディップ
ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ,237A,ｉシェアーズ 米国債２５年超 ロングデュレーション ＥＴＦ
ＳＢＳホールディングス,2384,ＳＢＳホールディングス
総医研ホールディングス,2385,総医研ホールディングス
ウェッジホールディングス,2388,ウェッジホールディングス
デジタルホールディングス,2389,デジタルホールディングス
ｉシェアーズ　米国債２５年超　ロングデュレーション　ＥＴＦ（為替ヘッジあり）,238A,ｉシェアーズ 米国債２５年超 ロングデュレーション ＥＴＦ（為替ヘッジあり）
プラネット,2391,プラネット
日本ケアサプライ,2393,日本ケアサプライ
新日本科学,2395,新日本科学
バレッグス,239A,バレッグス
鉄人化ホールディングス,2404,鉄人化ホールディングス
ＫＧ情報,2408,ＫＧ情報
キャリアデザインセンター,2410,キャリアデザインセンター
ゲンダイエージェンシー,2411,ゲンダイエージェンシー
エムスリー,2413,エムスリー
ヒューマンホールディングス,2415,ヒューマンホールディングス
ツカダ・グローバルホールディング,2418,ツカダ・グローバルホールディング
ＲＯＸＸ,241A,ＲＯＸＸ
ブラス,2424,ブラス
ケアサービス,2425,ケアサービス
ウェルネット,2428,ウェルネット
ワールドホールディングス,2429,ワールドホールディングス
ディー・エヌ・エー,2432,ディー・エヌ・エー
博報堂ＤＹホールディングス,2433,博報堂ＤＹホールディングス
シダー,2435,シダー
共同ピーアール,2436,共同ピーアール
Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,2437,Ｓｈｉｎｗａ Ｗｉｓｅ Ｈｏｌｄｉｎｇｓ
アスカネット,2438,アスカネット
トップス,243A,トップス
ぐるなび,2440,ぐるなび
タカミヤ,2445,タカミヤ
プラップジャパン,2449,プラップジャパン
グロースエクスパートナーズ,244A,グロースエクスパートナーズ
コンピュータマインド,2452,コンピュータマインド
オールアバウト,2454,オールアバウト
アウンコンサルティング,2459,アウンコンサルティング
ＩＮＧＳ,245A,ＩＮＧＳ
ファンコミュニケーションズ,2461,ファンコミュニケーションズ
ライク,2462,ライク
Ａｏｂａ‐ＢＢＴ,2464,Ａｏｂａ‐ＢＢＴ
ヒビノ,2469,ヒビノ
アスア,246A,アスア
エスプール,2471,エスプール
ＷＤＢホールディングス,2475,ＷＤＢホールディングス
手間いらず,2477,手間いらず
ジェイテック,2479,ジェイテック
Ａｉロボティクス,247A,Ａｉロボティクス
システム・ロケーション,2480,システム・ロケーション
タウンニュース社,2481,タウンニュース社
翻訳センター,2483,翻訳センター
出前館,2484,出前館
ティア,2485,ティア
ＪＴＰ,2488,ＪＴＰ
アドウェイズ,2489,アドウェイズ
キッズスター,248A,キッズスター
バリューコマース,2491,バリューコマース
インフォマート,2492,インフォマート
イーサポートリンク,2493,イーサポートリンク
ユナイテッド,2497,ユナイテッド
オリエンタルコンサルタンツホールディングス,2498,オリエンタルコンサルタンツホールディングス
日本和装ホールディングス,2499,日本和装ホールディングス
ヒューマンアジャスト,249A,ヒューマンアジャスト
サッポロホールディングス,2501,サッポロホールディングス
アサヒグループホールディングス,2502,アサヒグループホールディングス
キリンホールディングス,2503,キリンホールディングス
シマダヤ,250A,シマダヤ
ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,2510,ＮＥＸＴ ＦＵＮＤＳ 国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信,2511,ＮＥＸＴ ＦＵＮＤＳ 外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジなし）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,2512,ＮＥＸＴ ＦＵＮＤＳ 外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,2513,ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,2514,ＮＥＸＴ ＦＵＮＤＳ 外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,2515,ＮＥＸＴ ＦＵＮＤＳ 外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信
東証グロース２５０ＥＴＦ,2516,東証グロース２５０ＥＴＦ
ＭＡＸＩＳ　Ｊリート・コア上場投信,2517,ＭＡＸＩＳ Ｊリート・コア上場投信
ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,2518,ＮＥＸＴ ＦＵＮＤＳ ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,2519,ＮＥＸＴ ＦＵＮＤＳ 新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信
ニューロマジック,251A,ニューロマジック
ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,2520,ＮＥＸＴ ＦＵＮＤＳ 新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信
上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり
ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,2522,ｉシェアーズ オートメーション ＆ ロボット ＥＴＦ
ＭＡＸＩＳトピックス（除く金融）上場投信,2523,ＭＡＸＩＳトピックス（除く金融）上場投信
ＮＺＡＭ　上場投信　ＴＯＰＩＸ,2524,ＮＺＡＭ 上場投信 ＴＯＰＩＸ
ＮＺＡＭ　上場投信　日経２２５,2525,ＮＺＡＭ 上場投信 日経２２５
ＮＺＡＭ　上場投信　ＪＰＸ日経４００,2526,ＮＺＡＭ 上場投信 ＪＰＸ日経４００
ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,2527,ＮＺＡＭ 上場投信 東証ＲＥＩＴ Ｃｏｒｅ指数
ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ　Ｃｏｒｅ指数,2528,ｉＦｒｅｅＥＴＦ 東証ＲＥＩＴ Ｃｏｒｅ指数
ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,2529,ＮＥＸＴ ＦＵＮＤＳ 野村株主還元７０連動型上場投信
ウェッジ,252A,ウェッジ
ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,2530,ＭＡＸＩＳ ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信
宝ホールディングス,2531,宝ホールディングス
オエノンホールディングス,2533,オエノンホールディングス
ＥＴＳグループ,253A,ＥＴＳグループ
養命酒製造,2540,養命酒製造
ＡＩフュージョンキャピタルグループ,254A,ＡＩフュージョンキャピタルグループ
上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）
Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,2553,Ｏｎｅ ＥＴＦ 南方 中国Ａ株 ＣＳＩ５００
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,2554,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信
東証ＲＥＩＴ　ＥＴＦ,2555,東証ＲＥＩＴ ＥＴＦ
Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,2556,Ｏｎｅ ＥＴＦ 東証ＲＥＩＴ指数
ＳＭＤＡＭ　トピックス上場投信,2557,ＳＭＤＡＭ トピックス上場投信
ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信
ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信
ジーエルテクノホールディングス,255A,ジーエルテクノホールディングス
ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信
ｉシェアーズ・コア　日本国債　ＥＴＦ,2561,ｉシェアーズ・コア 日本国債 ＥＴＦ
上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり
ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,2563,ｉシェアーズ Ｓ＆Ｐ ５００ 米国株 ＥＴＦ（為替ヘッジあり）
グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,2564,グローバルＸ ＭＳＣＩスーパーディビィデンド－日本株式 ＥＴＦ
グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,2565,グローバルＸ ロジスティクス・Ｊ－ＲＥＩＴ ＥＴＦ
上場インデックスファンド日経ＥＳＧリート,2566,上場インデックスファンド日経ＥＳＧリート
ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,2567,ＮＺＡＭ 上場投信 Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数
上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし
上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり
飛島ホールディングス,256A,飛島ホールディングス
北海道コカ・コーラボトリング,2573,北海道コカ・コーラボトリング
コカ・コーラ　ボトラーズジャパンホールディングス,2579,コカ・コーラ ボトラーズジャパンホールディングス
ＳＭＴ　ＥＴＦ日本株厳選投資アクティブ,257A,ＳＭＴ ＥＴＦ日本株厳選投資アクティブ
ライフドリンク　カンパニー,2585,ライフドリンク カンパニー
フルッタフルッタ,2586,フルッタフルッタ
サントリー食品インターナショナル,2587,サントリー食品インターナショナル
プレミアムウォーターホールディングス,2588,プレミアムウォーターホールディングス
ＳＭＴ　ＥＴＦ国内リート厳選投資アクティブ,258A,ＳＭＴ ＥＴＦ国内リート厳選投資アクティブ
ダイドーグループホールディングス,2590,ダイドーグループホールディングス
伊藤園,2593,伊藤園
伊藤園第１種優先株式,25935,伊藤園第１種優先株式
キーコーヒー,2594,キーコーヒー
ユニカフェ,2597,ユニカフェ
日清オイリオグループ,2602,日清オイリオグループ
不二製油,2607,不二製油
かどや製油,2612,かどや製油
Ｊ－オイルミルズ,2613,Ｊ－オイルミルズ
日水コン,261A,日水コン
ｉシェアーズ　米国債１－３年　ＥＴＦ,2620,ｉシェアーズ 米国債１－３年 ＥＴＦ
ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,2621,ｉシェアーズ 米国債２０年超 ＥＴＦ（為替ヘッジあり）
ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,2622,ｉシェアーズ 米ドル建て新興国債券 ＥＴＦ（為替ヘッジあり）
ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,2623,ｉシェアーズ ユーロ建て投資適格社債 ＥＴＦ（為替ヘッジあり）
ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,2624,ｉＦｒｅｅＥＴＦ 日経２２５（年４回決算型）
ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,2625,ｉＦｒｅｅＥＴＦ ＴＯＰＩＸ（年４回決算型）
グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ,2626,グローバルＸ デジタル・イノベーション－日本株式 ＥＴＦ
グローバルＸ　ｅコマース－日本株式　ＥＴＦ,2627,グローバルＸ ｅコマース－日本株式 ＥＴＦ
ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）,2628,ｉＦｒｅｅＥＴＦ 中国科創板５０（ＳＴＡＲ５０）
ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,2629,ｉＦｒｅｅＥＴＦ 中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）
インターメスティック,262A,インターメスティック
ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）
ＭＡＸＩＳナスダック１００上場投信,2631,ＭＡＸＩＳナスダック１００上場投信
ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,2632,ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）
ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信,2633,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ ５００ 指数（為替ヘッジなし）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,2634,ＮＥＸＴ ＦＵＮＤＳ Ｓ＆Ｐ ５００ 指数（為替ヘッジあり）連動型上場投信
グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ,2636,グローバルＸ ＭＳＣＩ ガバナンス・クオリティ－日本株式 ＥＴＦ
グローバルＸ　クリーンテック－日本株式　ＥＴＦ,2637,グローバルＸ クリーンテック－日本株式 ＥＴＦ
グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ,2638,グローバルＸ ロボティクス＆ＡＩ－日本株式 ＥＴＦ
グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ,2639,グローバルＸ バイオ＆メドテック－日本株式 ＥＴＦ
デジタルキューブ,263A,デジタルキューブ
グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ,2640,グローバルＸ ゲーム＆アニメ－日本株式 ＥＴＦ
グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ,2641,グローバルＸ グローバルリーダーズ－日本株式 ＥＴＦ
ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株,2642,ＳＭＴ ＥＴＦカーボン・エフィシェント日本株
ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信,2643,ＮＥＸＴ ＦＵＮＤＳ ＭＳＣＩジャパンカントリー指数（セレクト）連動型上場投信
グローバルＸ　半導体関連－日本株式　ＥＴＦ,2644,グローバルＸ 半導体関連－日本株式 ＥＴＦ
グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ,2645,グローバルＸ レジャー＆エンターテインメント－日本株式 ＥＴＦ
グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,2646,グローバルＸ メタルビジネス－日本株式 ＥＴＦ
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,2647,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信
ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,2648,ＮＥＸＴ ＦＵＮＤＳ ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信
ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,2649,ｉシェアーズ 米国政府系機関ジニーメイＭＢＳ ＥＴＦ（為替ヘッジあり）
Ｓｃｈｏｏ,264A,Ｓｃｈｏｏ
まんだらけ,2652,まんだらけ
イオン九州,2653,イオン九州
アスモ,2654,アスモ
ベクターホールディングス,2656,ベクターホールディングス
サンエー,2659,サンエー
Ｈｍｃｏｍｍ,265A,Ｈｍｃｏｍｍ
カワチ薬品,2664,カワチ薬品
オートウェーブ,2666,オートウェーブ
イメージ　ワン,2667,イメージ ワン
タビオ,2668,タビオ
カネ美食品,2669,カネ美食品
グローカルマーケティング,266A,グローカルマーケティング
エービーシー・マート,2670,エービーシー・マート
夢みつけ隊,2673,夢みつけ隊
ハードオフコーポレーション,2674,ハードオフコーポレーション
高千穂交易,2676,高千穂交易
アスクル,2678,アスクル
トワライズ,267A,トワライズ
ゲオホールディングス,2681,ゲオホールディングス
魚喜,2683,魚喜
アンドエスティＨＤ,2685,アンドエスティＨＤ
ジーフット,2686,ジーフット
シー・ヴイ・エス・ベイエリア,2687,シー・ヴイ・エス・ベイエリア
オルバヘルスケアホールディングス,2689,オルバヘルスケアホールディングス
リガク・ホールディングス,268A,リガク・ホールディングス
伊藤忠食品,2692,伊藤忠食品
ＹＫＴ,2693,ＹＫＴ
焼肉坂井ホールディングス,2694,焼肉坂井ホールディングス
くら寿司,2695,くら寿司
キャンドゥ,2698,キャンドゥ
Ｓａｐｅｅｔ,269A,Ｓａｐｅｅｔ
木徳神糧,2700,木徳神糧
日本マクドナルドホールディングス,2702,日本マクドナルドホールディングス
