"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"再表2020/053970","特願2020-546586","2018/09/11","2020/03/19","軌間可変電車の制御装置、及び軌間可変電車の推進制御システム","九州旅客鉄道株式会社,三菱電機株式会社","B60L15/20@Y,B60L15/20@A,B61F7/00","(57)【要約】
  軌間変換区間において軌間が可変する軌間可変電車の制御装置（２００）は、車軸（１０３ａ～１０３ｄ）及び車輪（１０２ａ～１０２ｄ）に駆動力を伝達する複数の主電動機（１０４ａ～１０４ｄ）、少なくとも一つの主電動機に電圧を出力する複数のインバータ（２）、並びに、複数のインバータ（２）のそれぞれの出力電圧を制御する電圧制御部（３）を備える。電圧制御部（３）は、当該電圧制御部（３）に対応するインバータ（２）によって駆動力が制御される車軸のうち、少なくとも１つが軌間変換区間の内部にあるとき、回転周波数に換算した列車速度を速度指令値とし、該当する主電動機の速度制御を行う。
","WO2020/053970","","特許6987265","","再表2020/053970","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-053970/19/ja"
"再表2020/053969","特願2020-546585","2018/09/11","2020/03/19","軌間可変電車の制御装置","九州旅客鉄道株式会社,三菱電機株式会社","B60L15/20@Y,B60L15/20@A,B61F7/00","(57)【要約】
  軌間可変電車の制御装置（２００）は、主電動機（１０４ａ～１０４ｄ）のトルクを一括制御するインバータ（２）及びインバータ（２）の出力電圧を制御する電圧制御部（３）を備える。電圧制御部（３）は、主電動機（１０４ａ～１０４ｄ）が駆動する車軸のうち、少なくとも一つの車軸が軌間変換区間の内部にあり、少なくとも一つの車軸が軌間変換区間の外部にあるとき、複数の車軸のうち軌間変換区間の外部にある車軸の回転周波数の平均値を、主電動機（１０４ａ～１０４ｄ）の電気角周波数に換算したものを基準周波数ｆｎとし、すべり周波数指令ｆｓと基準周波数ｆｎとを加算してインバータ（２）の出力電圧の周波数とする。
","WO2020/053969","","特許7046209","","再表2020/053969","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-053969/19/ja"
"特開2018-112914","特願2017-003157","2017/01/12","2018/07/19","無線局管理システム","ＪＲ九州システムソリューションズ株式会社,九州旅客鉄道株式会社","G06Q50/32,G16Y10/00,G06Q50/50","(57)【要約】
【課題】無線局管理のさらなる適正管理及び業務効率化を目的として無線局情報の一元管理を可能とし、各種サービス機能を有する無線局管理システムを実現する。
【解決手段】無線局に関する情報を一元的に管理する管理サーバーと、管理用端末と、無線局の運用個所に設置される利用者端末と、前記管理サーバー、管理用端末、及び利用者端末を相互に接続するネットワークと、により構成される無線局管理システムであって、
  前記管理サーバーは、無線局を構成する無線設備及び無線従事者に関する情報をそれぞれ無線設備台帳及び無線従事者台帳により構造化し表形式にして管理する無線局情報複合管理機能と、電波法に基づく無線局免許申請手続きにおいて無線局免許の電子申請に必要な申請・届出資料を一括して作成可能な申請管理機能と、無線設備の点検・調査に対する依頼およびその結果を管理する点検調査機能と、を備えた無線局管理システム。
【選択図】図２
","特開2018-112914","","特許6746232","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-112914/11/ja"
"特開2018-074642","特願2016-208299","2016/10/25","2018/05/10","交流架線式蓄電池車","株式会社日立製作所,九州旅客鉄道株式会社,富士興株式会社","B60L9/30,B60L13/00@D,B60L9/24@A","(57)【要約】      （修正有）
【課題】乗務員の運転機器扱いを軽減して安全性を高めることができる、非電化区間と交流電化区間とに乗り入れることが可能な、蓄電池を備えた交流架線式蓄電池車を提供する。
【解決手段】交流架線式蓄電池車は、架線３から電力を集電する集電装置５と、集電装置５に接続する遮断器６０と、遮断器６０に接続する主変圧器６１と、主変圧器６１に接続する主変換装置６７と、主変換装置６７に接続する主回路蓄電池６４と、を有する。交流架線式蓄電池車は、交流電化区間と非電化区間の境界駅に交流電化区間の側から進入する際の軌道に敷設された第１地上子、第２の第２地上子が発信する非電化セット信号または電荷セットを受信する受信手段６９４１と、受信手段６９４１が非電化セット信号、または電化セット信号を受信後に力行回路を遮断する力行回路制御装置７０をさらに備える。
【選択図】図２
","特開2018-074642","","特許6823313","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-074642/11/ja"
"特開2018-017044","特願2016-148660","2016/07/28","2018/02/01","レール補修部矯正方法、レール矯正方法及びレール補修部矯正装置","株式会社峰製作所,九州旅客鉄道株式会社,公益財団法人鉄道総合技術研究所","E01B31/18","(57)【要約】
【課題】レール補修において、損傷が生じた部位だけを除去して溶接補修を行う場合に、冷却時による溶接補修部の落ち込みを防止するようにレールの矯正を行うレール補修部矯正装置を得る。
【解決手段】レール上方に載置してレールの矯正を行うレール矯正装置において、レール１の長手方向に長く形成された本体部１１と、本体部１１の長手方向両側に設けた一対の油圧シリンダー部１２と、各油圧シリンダー部１２から伸長し、レール頭部に当接可能に動作するシリンダー軸１３と、本体部１１の側面に上部が固定され下方に延長される一対のアーム部１５と、アーム部１５の下端でアーム間に架設されレール底面を支持可能とする支持軸１８とを備え、レール頭部への両側のシリンダー軸１３の押圧により一対のシリンダー軸１３の先端を支点１４とし、作用点である支持軸１８を引き上げてレール全体を縦矯正する。
【選択図】図４
","特開2018-017044","","特許6723857","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-017044/11/ja"
"特開2017-189111","特願2017-135009","2017/07/10","2017/10/12","鉄道車両、インバータ制御装置、及び駆動力許可指令方法","株式会社東芝,九州旅客鉄道株式会社,東芝インフラシステムズ株式会社","B60L15/20@A,B61D37/00@Z,B61F7/00,B60L15/20@Y,B60L9/18@L","(57)【要約】
【課題】軌間変換区間の区間内に位置する車輪の過回転を防止し車両の車輪およびレールが大きく損傷することを防止することができる鉄道車両、インバータ制御装置、車両制御装置、及び駆動力許可指令方法を提供することである。
【解決手段】実施形態の鉄道車両は第１車上子と第２車上子と第３車上子と駆動力許可指令装置とを持つ。第１車上子は走行位置情報を送信する第１地上子と通信する。第２車上子は軌間変換装置の開始を示す情報を送信する第２地上子と通信し先頭車両に搭載される。第３車上子は軌間変換装置の終了を示す情報を送信する第３地上子と通信し最後尾車両に搭載される。駆動力許可指令装置は位置演算手段と指令信号生成手段とを含む。位置演算手段は走行位置情報および速度情報に基づいて車輪の位置を演算する。指令信号生成手段は位置演算手段の演算結果および軌間変換装置の開始と終了とを示す情報に基づいて指令信号を生成する。
【選択図】図１
","特開2017-189111","","特許6479903","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-189111/11/ja"
"特開2017-036013","特願2015-159657","2015/08/12","2017/02/16","バックアップ動作監視装置及び同バックアップ動作監視装置を備えた踏切保安装置","九州旅客鉄道株式会社","B61L29/28@D","(57)【要約】
【課題】踏切器具箱と制御子箱との間にケーブルの追加敷設が必要なく比較的安価に、列車検知部の定時間動作監視により踏切バックアップ装置の動作監視を実現可能なバックアップ動作監視装置及び同バックアップ動作監視装置を備えた踏切保安装置を提供する。
【解決手段】列車検知状態を取り込む入力部と、列車検知状態に基づき故障を判定する判定部と、判定部の判定に基づく出力部を備える装置であって、判定部は前記列車検知状態が列車検知に遷移してより所定の監視時間の計時を行い、列車検知があらかじめ設定した判定時間以上継続する場合を前記踏切バックアップ装置が正常であると判定することとした。
【選択図】図１
","特開2017-036013","","特許6674209","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-036013/11/ja"
"特開2016-055765","特願2014-183648","2014/09/09","2016/04/21","列車接近警報システム","九州旅客鉄道株式会社,ジェイアール東日本コンサルタンツ株式会社,ジェイアール九州コンサルタンツ株式会社","B61L23/06","(57)【要約】
【課題】列車接近に関する警報の発生タイミングの精度を改善し、信頼性の高い列車接近警報を出力できるようにすること。
【解決手段】作業員が携帯する列警端末（２）と、列警端末と通信する列警サーバ（３）とを備えて列車接近警報システム（１）が構成される。列警サーバは、列警端末の現在位置情報と、列車の在線位置情報とに基づいて、列警端末に対して個別に定められる所定の閉塞区間に列車が進入したことを検知し、所定の閉塞区間に列車が進入してから、列警端末の現在位置に到達するまでに要する予想時間を、ランカーブをもとに算定され駅間の各キロ程を通過するのに要する標準所要時間を用いて求める到達予想手段（３３）を備えている。列警端末は、予想時間に基づいて列車到達予想の所定時間前となる警報タイミングに警報を発生する。
【選択図】図１
","特開2016-055765","","特許6437251","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-055765/11/ja"
"特開2016-032840","特願2014-155558","2014/07/30","2016/03/10","ターンバックル用ラチェットスパナ","九州旅客鉄道株式会社,株式会社永木精機","B25B13/36,B25B13/48@C,B25B13/08","(57)【要約】
【課題】締結対象の噛み込みを防止し、締結軸に対して工具を安定して保持できるターンバックル用ラチェットスパナを提供する。
【解決手段】ラチェットスパナ１のヘッド部２の先端側は開口２ｂが形成されて開放されている。ラチェット機構を備えたソケット８の径方向の一部は開放されている。ヘッド部２には開口２ｂを開閉可能に開閉片４が軸支されている。この開閉片４には、ソケットの締結軸方向に沿って延びる支柱２０及び嵌合部１９からなる側方支持部１８が設けられている。また、ヘッド部２の操作杆２２側には、締結軸方向に延びる支柱１６及び嵌合部１５からなる側方支持部１４が設けられている。側方支持部１４、１８の嵌合部１５、１９には、それぞれ、ターンバックルの角軸部の両脇の胴部と嵌合する凹状曲面１５ａ、１９ａが形成されている。
【選択図】図１
","特開2016-032840","","特許6382619","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-032840/11/ja"
"特開2015-199422","特願2014-079206","2014/04/08","2015/11/12","軌道車両及びその窓枠構造","九州旅客鉄道株式会社","B61D25/00@A","(57)【要約】
【課題】軌道車両での旅行における快適性を向上し、利用者の満足度を高める。
【解決手段】車両の後側壁ＷＬ４に固定された矩形の窓ガラスＷＧと、窓ガラスＷＧの車内側に窓ガラスＷＧの縁に沿って設けた窓枠１０と、窓枠１０の矩形開口に展張して用いるスクリーン３０と、窓枠１０の矩形開口に展張して用いる遮蔽幕２０（緞帳２１、スダレ２２、カーテン２３）と、を備えており、スクリーン３０の展張位置は、窓枠１０において、遮蔽幕２０の展張位置よりも前記窓ガラス寄りの位置としてある軌道車両１００。
【選択図】図１１
","特開2015-199422","","特許6404588","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-199422/11/ja"
"特開2015-175130","特願2014-050898","2014/03/13","2015/10/05","車両内シャワー室構造及び同車両内シャワー室構造を備えた車両","九州旅客鉄道株式会社,日産スチール工業株式会社","B60R15/00,B61D1/08,B61D35/00@B,E03C1/20@B,E04H1/12,301","(57)【要約】
【課題】使用者に肌寒さを感じさせることを防止でき、また、安全であって、更には使用者にくつろぎを与えることができる車両内シャワー室構造を提供する。
【解決手段】シャワー空間の側壁に二重壁状に沿設した木製の着香パネルと、前記防水パン内にて上げ底状態で配置した格子床材と、シャワーの使用により生じた湿潤暖気を着香パネルの裏面側に取り入れる湿潤暖気取込部と、格子床材の周縁と前記防水パンの周壁との間に形成した気液取込部とを備えることとした。
【選択図】図４
","特開2015-175130","","特許6332608","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-175130/11/ja"
"特開2015-174507","特願2014-050900","2014/03/13","2015/10/05","軌道観光列車の車窓構造","九州旅客鉄道株式会社","B61D1/02,B61D25/00@A","(57)【要約】
【課題】車窓は、騒音の最大の侵入箇所であり、また車外の陽光を露骨に受けるため大きく睡眠を妨げる箇所でもあり、更には雨天走行時や寒暖差の大きい土地柄では車窓内面に結露を生起し、車内湿度等の劣悪環境が乗客に不快感を与える原因ともなっていた。
【解決手段】  列車の内部の進行方向の一側を居住空間や寝室空間等に区画形成すると共に、他側を通路に形成して構成した観光車輌において、居住空間或は寝室空間の外側壁に車窓を形成し、車窓は固定した外窓ガラスと、その内側に重ねた状態で上方に巻取自在のすだれ体と、左右に開閉自在の引戸とした左右障子体と、左右に開閉自在の引戸とした左右扉体と、左右に開閉自在に張設した布状のカーテンとを重ねて配設し、しかも、最内側に張設したカーテンの四方周縁には車窓を枠付けする状態で額縁状の装飾枠体を設けたことを特徴とする。
【選択図】図５
","特開2015-174507","","特許6404582","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-174507/11/ja"
"特開2015-173756","特願2014-050899","2014/03/13","2015/10/05","車両用ソファーベッド","九州旅客鉄道株式会社,ドリームベッド株式会社","A47C17/04@B,A47C17/16,A47C17/54,A47C19/22@A,A47C17/16@Z","(57)【要約】      （修正有）
【課題】室内空間を有効に利用することができ、簡単な構造で、しかもソファーの状態とベッドの状態の切替えを容易に行うことができるソファーベッドを提供する。
【解決手段】マットレス３０と、マットレス３０が載置される基台部４０と、を備えたソファーベッド２０であって、マットレス３０は、互いに分割された据置マットレス部３１および移動マットレス部３２を有し、基台部４０は、据置マットレス部３１の載置面を有する本体部４１と、本体部４１に対して所定の方向に引き出されるように設けられ本体部４１から引き出されることで移動マットレス部３２の載置面を形成する引出部４２と、移動マットレス部３２を、本体部４１に載置された据置マットレス部３１上に背もたれ部として支持するフレーム部材６０と、を有する。
【選択図】図３
","特開2015-173756","","特許6508877","拒絶2018-016152","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-173756/11/ja"
"特開2014-211010","特願2013-086427","2013/04/17","2014/11/13","枠型スラブ軌道用車輪ガード装置","九州旅客鉄道株式会社,東海旅客鉄道株式会社,大和軌道製造株式会社","E01B5/18","(57)【要約】
【課題】  枠型スラブが用いられている軌道において、本線レールから列車の脱線防止及び逸脱防止を図ることができる枠型スラブ軌道用車輪ガード装置を提供すること。
【解決手段】  枠型スラブ１に固定する固定部材２１と、固定部材２１の上部に設けるガード保持部材２３とを有するガード締結装置２０を備え、ガード材１０は、本線レール５０の内方に向けて車輪が脱線するのを防止する外側係止部１３と、脱線した列車が軌道外方に向けて逸脱するのを防止する内側係止部１４とを有し、ガード保持部材２３は、ガード材１０を本線レール５０に沿って配設し、このガード材１０の外側係止部１３を本線レール５０の内側と所定間隔に配置するとともに本線レール５０の上面よりも高い位置に配置するように構成され、前記固定部材は、前記枠型スラブの配筋５を挟んでスラブ内側端６から離れた位置に固定されている。
【選択図】  図３
","特開2014-211010","","特許6202668","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-211010/11/ja"
"特開2014-064398","特願2012-208226","2012/09/21","2014/04/10","電気車用電源システム及び電力供給制御方法","九州旅客鉄道株式会社,公益財団法人鉄道総合技術研究所,株式会社日立製作所","B60L9/24@A,B60L9/30,B61C3/02","(57)【要約】
【課題】交流区間を走行可能な電気車の架線・ハイブリッド化を可能とすること。
【解決手段】交流電気車に搭載される電源システム１Ａは、主電動機４に駆動電力を供給する主変換回路３０Ａと、主変換回路３０Ａの直流リンクに接続されて補機に電力を供給する静止形インバータ４１Ａと、主変換回路３０Ａの直流リンク部に、高速度遮断器ＢＨＢ及び双方向チョッパ４２を介してバッテリ６０Ａが接続されて構成される。
【選択図】図１
","特開2014-064398","","特許5931669","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-064398/11/ja"
"特開2014-064397","特願2012-208225","2012/09/21","2014/04/10","電気車用電源システム及び電力供給制御方法","九州旅客鉄道株式会社,公益財団法人鉄道総合技術研究所,株式会社日立製作所","B60L1/00@G,B60L9/24@A,B60L9/30,H02J7/00@P,H02J9/06,504@B,H02J9/06,120,H02J9/06,H02J7/00","(57)【要約】
【課題】交流区間を走行可能な電気車の架線・バッテリハイブリッド化を可能とする技術の提案。
【解決手段】電源システム１Ａは、主変圧器２０の２次巻線２２に接続されて主電動機４に駆動電力を供給する主変換回路３０Ａと、３次巻線２３に接続されて補機に電力を供給する補機用変換回路４０Ａとを備えるとともに、主変換回路３０Ａの直流リンク部（主回路側コンバータ３１Ａとインバータ３２Ａとの間）に、高速度遮断器ＢＨＢを介してバッテリ６０Ａが接続されて構成される。
【選択図】図１
","特開2014-064397","","特許5947176","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-064397/11/ja"
