"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2023-142731","特願2022-049775","2022/03/25","2023/10/05","コンクリート床面の検査方法及びコンクリート床面の検査装置","戸田建設株式会社","G01N25/72@K,G01N33/38,G01M99/00@Z","(57)【要約】
【課題】本発明は、広い床面積であっても効率よく検査するためのコンクリート床面４０の検査方法及びコンクリート床面４０の検査装置１を提供する。
【解決手段】コンクリート床面４０の検査方法は、ドローン１０のプロペラ１２によるダウンウォッシュ１３で送風してコンクリート床面４０の第１領域４１の温度を変化させ、温度が変化した第１領域４１の少なくとも一部を含む第２領域４２をドローン１０に搭載した撮影装置１４で撮影して第２領域４２の温度分布情報を得る。コンクリート床面４０の検査装置１は、第１領域４１に向けてダウンウォッシュ１３を発生させるプロペラ１２と、第２領域４２を撮影する撮影装置１４と、を備えるドローン１０と、撮影装置１４で撮影された画像から第２領域４２の温度分布情報を取得する取得部２４と、温度分布情報から第２領域４２の欠陥４４の有無を推定する推定部２６と、を備える。
【選択図】図１
","特開2023-142731","","特許7781689","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-142731/11/ja"
"特許7356551","特願2022-131205","2022/08/19","2023/10/04","太陽光発電システム、及び太陽光発電システムの接続方法","株式会社戸上電機製作所,戸田建設株式会社","H02S50/00,H02S40/30,H02B1/40@A","(57)【要約】
【課題】太陽光発電システムの設置作業、及び撤去作業における安全性を確保しながら、これら作業の効率化を図ることができる太陽光発電システム、接続ユニット、及び太陽光発電システムの接続方法を提供することを目的とする。
【解決手段】太陽光発電システム１は、接続ユニット４をハブとして、太陽光パネル２で発電された直流電力をパワーコンディショナ３に出力し、パワーコンディショナ３で変換された交流電力を接続ユニット４に接続された負荷６に供給する。太陽光パネル２、及びパワーコンディショナ３は、接続ユニット４のマルチコネクタ４０２と凹凸嵌合により接続可能なコネクタを有し、接続作業の効率化、及び作業者の安全性を高めることができるものとなっている。
【選択図】図１
","特開2024-027968","","特許7356551","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7356551/15/ja"
"特開2023-136667","特願2022-042465","2022/03/17","2023/09/29","先組鉄筋の仮接合方法","戸田建設株式会社","E04G21/12,105@D","(57)【要約】
【課題】先組鉄筋を仮接合するときに主筋同士の接手部に沿って取り付けて、芯ズレを容易に解消できる先組鉄筋の仮接合治具を提供する。
【解決手段】先組鉄筋を仮接合するときに主筋同士の接手部に沿って取り付ける先組鉄筋の仮接合治具１１であって、この仮接合治具は、主筋同士の接手部に沿わせる所要長さのフラットバー１２と、フラットバーの両方の端部にそれぞれ設け、主筋を保持する単クランプ１３ａ、１３ｂとからなる。
【選択図】図１
","特開2023-136667","","特許7722953","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-136667/11/ja"
"特開2023-134012","特願2022-039326","2022/03/14","2023/09/27","地盤改良効果確認のための試験装置及び試験方法","ＮＰＯ法人地盤防災ネットワーク,戸田建設株式会社,太洋基礎工業株式会社","E02D1/08,E02D3/12,101","(57)【要約】
【課題】測定効率を改善するとともに、測定精度を向上する。
【解決手段】地盤改良効果を確認するための試験装置１である。前記試験装置１は、貫入ロッド２の先端に地中に貫入する測定プローブ３を備える。前記測定プローブ３は、先端に動的コーン貫入試験に用いる先端コーン４が設けられるとともに、前記先端コーン４の上部に電気検層に用いる電極６を備えた電極部５が設けられており、前記電極６が配置された周方向位置と反対側の周方向位置に、前記電極部５の外径より径方向外側に突出し、前記先端コーン４の外径からは突出しない偏心鍔部１６が設けられている。動的コーン貫入試験後、測定プローブ３を引き抜きながら電気検層を行う際、偏心鍔部１６が貫入孔の孔壁に接触し、偏心鍔部１６の上部に土砂が堆積することにより、電極６が孔壁に押し付けられる。
【選択図】図３
","特開2023-134012","","特許7780146","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-134012/11/ja"
"特開2023-128880","特願2022-033530","2022/03/04","2023/09/14","推定結果表示システム","株式会社きんそく,戸田建設株式会社,富士通株式会社","G01V3/12@B,G01S13/88,200","(57)【要約】
【課題】推定結果を直観的にわかりやすく表示する。
【解決手段】上面図作成部５１は、水平面を所定の大きさの長方形に分割した長方形領域のそれぞれについて、長方形領域の真下に存在する複数の直方体領域のうちから、推定システムが推定した存在確率が最も高い直方体領域を抽出し、上面図画像において長方形領域に対応する画素の色相を、抽出した直方体領域の深さ方向の位置に基づいて、深さ方向の位置に対応する色相に設定し、画素の明度を、抽出した直方体領域について推定システムが推定した存在確率に基づいて、存在確率に対応する明度に設定する。
【選択図】図２
","特開2023-128880","","特許7779479","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-128880/11/ja"
"特開2023-128247","特願2022-032462","2022/03/03","2023/09/14","管内伝搬音抑制構造体","戸田建設株式会社","G10K11/16,100,G10K11/172","(57)【要約】
【課題】本発明は、優れた騒音低減効果が得られると共に吸音材４０の着脱が容易な管内伝搬音抑制構造体１を提供する。
【解決手段】管内伝搬音抑制構造体１は、長手方向Ｄに延びる管体２０と、管体２０の内周面２２から突出しかつ長手方向Ｄに沿って間隔を空けて配置される３枚以上の仕切り板３０と、隣り合う一方の仕切り板３０の自由端３４から他方の仕切り板３０の自由端３４まで延在する吸音材４０と、吸音材４０と内周面２２との間に設けられる空気層５０と、を有する。仕切り板３０は、長手方向Ｄと交差してそれぞれ配置される。隣り合う仕切り板３０のそれぞれは、自由端３４に切欠き部３６が形成される。一方の仕切り板３０は、他方の仕切り板３０に向かって突出する位置決め部３８を有する。位置決め部３８は、吸音材４０に接して吸音材４０の内周面２２側への移動を制限する。
【選択図】図１
","特開2023-128247","","特許7731824","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-128247/11/ja"
"特開2023-122049","特願2022-025470","2022/02/22","2023/09/01","支保工継手構造、支保工連結部材および支保工組立方法","株式会社進富,戸田建設株式会社,構法開発株式会社","E21D11/40@A","(57)【要約】
【課題】支保工施工時の作業性の向上と安全性の向上を図ることを可能とし、かつ、コストの低減化を可能とした、支保工継手構造、支保工連結部材および支保工連結方法を提案する。
【解決手段】対向する左右一対の鋼製支保工３，３同士を連結する支保工継手構造４とこれを使用する支保工連結方法であって、鋼製支保工３の端部に突設された挿入ピン５と、鋼製支保工３の端部において挿入ピン５と並設された受パイプ６とを備えており、一方の鋼製支保工３の挿入ピ５ンが、他方の鋼製支保工３の受パイプ６に挿入されている。
【選択図】図２
","特開2023-122049","","特許7738217","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-122049/11/ja"
"特開2023-118294","特願2022-021171","2022/02/15","2023/08/25","柱筋固定治具","戸田建設株式会社","E04G21/12,105@D,E04G21/18@A,E04G21/18@Z","(57)【要約】
【課題】異なる柱筋の配置に対応できるようにしつつ、柱筋を正確に位置合わせすることができるようにする。
【解決手段】枠部１２は、環状に結合された四つ以上の枠部材２３ａ～２３ｄと、隣接した枠部材２３ａ～２３ｄがなす角度が所定の角度になるよう枠部材２３ａ～２３ｄに固定された角部材２４ａ～２４ｄとを有する。枠部材２３ａ～２３ｄは、隣接する枠部材２３ａ～２３ｄと結合するための枠固定部材２１ａ～２１ｄが挿通される複数の枠固定穴と、角部材２４ａ～２４ｄを固定するための角固定部材２２ａ～２２ｈが挿通される角固定穴と、単クランプ１３ａ～１３ｚ，１３α，１３βを固定するためのクランプ固定部材１４ａ～１４ｚ，１４α，１４βが挿通される複数のクランプ固定穴とを有する。
【選択図】図１
","特開2023-118294","","特許7736595","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-118294/11/ja"
"特開2023-114687","特願2022-017139","2022/02/07","2023/08/18","発破情報処理装置、発破情報処理方法、および学習済みモデル","戸田建設株式会社","E21D9/00@C","(57)【要約】
【課題】発破パターンを設定するために利用される学習済みモデルを生成するための教師データを容易に収集すること。
【解決手段】発破情報処理装置５が、切羽Ｒに形成される複数の穿孔のうち切羽Ｒに垂直な所定の断面内に形成される穿孔Ｈの位置と、穿孔Ｈが穿孔されるときの穿孔エネルギーと、穿孔Ｈに装填された爆薬の量とを入力データとして取得する入力データ取得部５０２と、複数の穿孔Ｈに装填された爆薬が爆発することによって形成された領域Ａの所定の断面Ｃの形状を出力データとして取得する出力データ取得部５０３と、入力データおよび出力データに基づいて機械学習を実行し、穿孔Ｈの位置、穿孔エネルギー、および爆薬の量と、所定の断面Ｃの形状との相関を示す学習済みモデルを生成するモデル生成部と、を備える。
【選択図】図５
","特開2023-114687","","特許7725145","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-114687/11/ja"
"特開2023-112921","特願2022-014951","2022/02/02","2023/08/15","超高強度鉄筋コンクリートセグメント及びその製造方法","戸田建設株式会社,西松建設株式会社,日本コンクリート工業株式会社","E21D11/08","(57)【要約】
【課題】超高強度コンクリートを適用することで、従来強度コンクリートセグメント及び合成セグメントよりも経済的で、耐久性に富み、高速施工に適した超高強度鉄筋コンクリートセグメントを提供する。
【解決手段】鉄筋コンクリートによってトンネル覆工体を形成する超高強度鉄筋コンクリートセグメント２０において、前記鉄筋コンクリートは、水セメント比が１５～３５％であって、前記セメントは、工場出荷時にシリカヒュームが前記セメントの重量に対して少なくとも１０％を超えて配合されたシリカヒュームセメントであって、細骨材、粗骨材、２０ｋｇ／ｍ３～５０ｋｇ／ｍ３の膨張剤が配合されるとともに、高性能減水剤及び消泡剤が混和されてなる。
【選択図】図３
","特開2023-112921","","特許7381623","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-112921/11/ja"
"特開2023-100384","特願2022-001016","2022/01/06","2023/07/19","法肩接近警報装置、法肩接近警報プログラム及び法肩接近警報システム","株式会社山陽測器,戸田建設株式会社","E02F9/24@B,G08B21/24,G08B25/10@D,E02F9/26@B","(57)【要約】      （修正有）
【課題】法肩に対する作業機の接近を高精度に検出し、適切な法肩接近警報を行う法肩接近警報装置を提供する。
【解決手段】法肩接近警報システム１において、地山掘削作業において作業機２０の法肩への接近を警報する法肩接近警報装置１００は、掘削する地山の地形データから切り出された標高毎の断面データを記憶し、作業機２０の位置及び標高を検出し、作業機２０の現在の標高に対応する断面データに基づいて、掘削している地山の法肩を特定し、法肩に対する作業機２０の接近に応じて警報を行う。
【選択図】図２
","特開2023-100384","","特許7748668","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-100384/11/ja"
"特許7304458","特願2022-066959","2022/04/14","2023/07/06","配筋計測用の三次元配筋データ作成方法及び配筋計測装置","▲高▼松建設株式会社,株式会社ピーエス三菱,株式会社安藤・間,株式会社奥村組,株式会社熊谷組,株式会社松村組,株式会社長谷工コーポレーション,株式会社淺沼組,戸田建設株式会社,五洋建設株式会社,佐藤工業株式会社,西松建設株式会社,青木あすなろ建設株式会社,村本建設株式会社,大末建設株式会社,鉄建建設株式会社,東急建設株式会社,日本国土開発株式会社,飛島建設株式会社,北野建設株式会社,矢作建設工業株式会社","G01B11/00@H,G01B11/02@H,E04G21/12,105@Z,E04G21/12","(57)【要約】
【課題】本発明は、作業性に優れると共に、立体的な鉄筋の配置を計測することができる配筋計測装置１０を提供する。
【解決手段】本発明に係る配筋計測装置１０は、所定間隔ｄで配置された少なくとも２つの単眼カメラと、２つの単眼カメラで撮影された一組の配筋画像を複数組取得する画像取得部２１と、配筋画像に基づいて、基準三次元座標系に複数の配筋ラインが配置された三次元配筋データ４０を作成する三次元配筋データ作成部２２と、三次元配筋データに対して１つの仮想平面を設定し、仮想平面から所定の範囲内に位置し、かつ仮想平面内の第１方向に沿って延びる複数の第１配筋ライン４１を三次元配筋データ４０の中から１つの第１配筋グループとしてグループ化するグループ化部２３と、第１配筋グループを用いて各種寸法を計測する計測部２４と、配筋１の設計情報と各種寸法とを表示する表示部３８と、を備える。
【選択図】図１
","特開2023-157206","","特許7304458","","","特許 有効","出願人・権利者等の氏名変更","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7304458/15/ja"
"特開2023-083866","特願2021-197820","2021/12/06","2023/06/16","連結継手","戸田建設株式会社","E21D11/08","(57)【要約】      （修正有）
【課題】変形しにくく、コンパクトで加工しやすいため、コストが低廉で済み、強固に連結させることができ、連結が簡単な連結継手を提供すること。
【解決手段】一の継手金具３ａと他の継手金具３ｂとを相対的に一方向に移動させてセグメント２を連結する連結継手３であって、一の継手金具３ａと他の継手金具３ｂとは、それぞれ、セグメント２に固定される板状部材３１と、板状部材３１の先端側に設けられる第一鉤部３２と、板状部材３１の基端側に設けられる第一鉤受け部３３とを備え、第一鉤部３２は、板状部材３１の一方向側に突出した一対の第一突出部３２０を有し、第一鉤受け部３３は、板状部材３１の表面側及び裏面側に一対の第一溝部３３０を有し、第一突出部３２０が第一溝部３３０に嵌合し挟み込むことで連結する。
【選択図】図１３
","特開2023-083866","","特許7680339","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-083866/11/ja"
"特許7289968","特願2022-106455","2022/06/30","2023/06/12","裏込め材注入方法及び装置、裏込め材","花王株式会社,株式会社立花マテリアル,戸田建設株式会社,西松建設株式会社,日本シビックコンサルタント株式会社","E21D11/00@A,E21D9/06","(57)【要約】
【課題】裏込め材に砂を使用せずに、従来の２液可塑性裏込め注入材と同程度の可塑性保持時間及び初期強度を確保し、長期強度を硬質地盤、固結粘土層、軟岩層等の地盤と同程度の圧縮強度や変形係数にする。
【解決手段】工業プロセスによって製造される微粉末、水、及び増粘剤を混合して微粉末ジェルを作成する混合装置と、セメント、水、増粘剤、流動化剤、及び調整剤を混合してセメントジェルを作成する混合装置と、微粉末ジェルを裏込め部１４付近まで圧送する第１の圧送ポンプと、セメントジェルを裏込め部１４付近まで圧送する第２の圧送ポンプと、低モル比の水ガラスを裏込め部１４付近まで圧送する第３の圧送ポンプと、微粉末ジェルと、セメントジェルと、低モル比の水ガラスを混合して裏込め材１４ａを作成する第３の混合工程と、この裏込め材１４ａを裏込め部１４に注入する注入管１５と、を備える。
【選択図】図１
","特開2024-005957","","特許7289968","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7289968/15/ja"
"特開2023-077710","特願2021-191101","2021/11/25","2023/06/06","シールド工法における掘削土量測定システム","戸田建設株式会社","E21D9/06,301@Z,E21D9/00@Z","(57)【要約】
【課題】掘削断面の垂直中心線に対して片側のみに変則的に異なる土層が存在しても、確実に各土層の断面比率を算出できるシールド工法における掘削土量測定システムの提供。
【解決手段】面板４に設置され、切羽８へ電磁波を送信するとともに電磁波を受信する電磁波送受信手段１１と、受信信号に基づき掘削断面の土質を判別する土質判別部１９と、回転角度を検出する角度測定部１８と、土質判別結果データと回転角度測定データとに基づいて、掘削断面土質構成データを作成する土質構成データ作成部２０と、を備え、土質構成データ作成部２０は、電磁波送受信手段１１の探査位置の回転角度において、土質が変化する境界位置から掘削断面の垂直中心線Ｖに向かって水平にひいた直線Ｌ１～Ｌ６と、掘削断面の外周Ｓと、垂直中心線Ｖとで囲まれる土質領域Ａ１～Ａ８を掘削断面土質構成データとして作成し、これに基づいて指標掘削土量を求める。
【選択図】図７
","特開2023-077710","","特許7772564","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-077710/11/ja"
"特開2023-068805","特願2021-180152","2021/11/04","2023/05/18","トンネル支保工継手","戸田建設株式会社","E21D11/40@A,E21D11/18","(57)【要約】
【課題】スムーズに連結して組み立てることができるトンネル支保工継手を提供すること。
【解決手段】一方の継手板４の周縁に開口した入口部４０ａと、入口部４０ａの最小幅ｗより大きい径ｄ１で開口した奥部４０ｂと、を有する切欠き４０と、他方の継手板５に突設された連結軸５０と、を備え、連結軸５０は、棒状基部５１と、細径軸部５２と、頭部５３と、を備え、棒状基部５１の径ｄ２は、最小幅ｗよりも大きく、かつ、奥部４０ｂの径ｄ１よりも小さく、細径軸部５２の径ｄ３は、最小幅ｗよりも小さく、頭部５３の径ｄ４は、奥部４０ｂの径ｄ１よりも大きく、細径軸部５２を入口部４０ａに挿入し、継手板を互いに離間した状態で平行移動させ、細径軸部５２を奥部４０ｂと一致させ、継手板を突き合わせて、棒状基部５１を奥部４０ｂに挿入して、連結させるトンネル支保工継手。
【選択図】図２
","特開2023-068805","","特許7672950","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-068805/11/ja"
