"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2023-058955","特願2021-168789","2021/10/14","2023/04/26","発泡成形品用補強材に用いられる不織布、発泡成形品用補強材、及び発泡成形品用補強材に用いられる不織布の製造方法","株式会社ＡＥＴＥＣ－α,豊通ヴィーテクス株式会社,豊田通商株式会社","D04H1/559,D04H1/485,B29C39/10,B29C44/00@A,B29C44/12,A47C27/16,D04H1/544,D04H1/541,D04H1/498,B32B5/06@A,D04H1/55","(57)【要約】
【課題】発泡成形品用補強材に用いられる不織布を提供する。
【解決手段】発泡成形品を補強するために発泡成形材に接合される発泡成形品用補強材１０に用いられる不織布は、積層されたウェブが相互に結合された単層材であり、７ｇ／ｃｍ２荷重での厚さが１～８ｍｍであり、層間剥離強度が０．０５～２．４５Ｎ／ｃｍである。層間剥離強度は、結合されたウェブ同士を互いに剥離させるのに要する引っ張り力の値である。
【選択図】図１
","特開2023-058955","","特許7444408","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-058955/11/ja"
"特開2023-054944","特願2021-163977","2021/10/05","2023/04/17","学習装置、画像判別装置、学習方法、およびコンピュータプログラム","株式会社豊田中央研究所,豊田通商株式会社","G06T7/00,350@C,G06N20/00,130,G06N3/08,140,G06N3/084,G06N3/09","(57)【要約】
【課題】第１対象物を第２対象物として判別する特定の誤判別が小さくなる学習モデルを提供する。
【解決手段】学習装置は、それぞれ種類の異なる２種以上の判別対象物のうち、少なくともいずれか１種以上の判別対象物が１個以上写った画像データを、１枚以上含む教師データを格納する教師データ格納部と、学習モデルを用いて、教師データ格納部の画像データに含まれる判別対象物の種類を推定する推定部と、推定部の推定結果を用いて、ある種類の判別対象物を、他の種類の判別対象物であると誤って判別する誤判別の度合いを、それぞれ算出する損失関数評価部と、損失関数評価部により算出された誤判別の度合いに対し、第１種に属する第１対象物を第２種に属する第２対象物として判別する特定パターンの誤判別が小さくなるように、学習モデルを更新する学習部と、を備える。
【選択図】図１
","特開2023-054944","","特許7742754","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-054944/11/ja"
"特開2023-021050","特願2022-120326","2022/07/28","2023/02/09","情報処理装置、支援方法、プログラム及び海運会社選定支援方法","Ａｒｉｔｈｍｅｒ株式会社,株式会社豊通シスコム,豊田通商株式会社","G06Q50/28,G06Q10/08,G06Q10/0835","(57)【要約】
【課題】運送会社との交渉を支援する技術を提供すること。
【解決手段】選定対象の選定に用いられる選定条件であって複数の項目の値を含む選定条件の入力を受け付ける受付部と、選定対象が選定される可能性を示すスコアを算出するモデルに、受付部で受け付けた選定条件を入力することで第１スコアを算出する、第１算出部と、選定条件に含まれる複数の項目のうち所定項目の値を、所定値に置き換えた選定条件をモデルに入力することで第２スコアを算出する、第２算出部と、第１スコア及び第２スコアに基づいて、所定値に置き換えた所定項目を、改善の余地がある改善項目として出力する出力部と、を有する情報処理装置を提供する。
【選択図】図３
","特開2023-021050","","特許7402282","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-021050/11/ja"
"特開2023-012355","特願2021-115954","2021/07/13","2023/01/25","Ｍｇ除去剤およびアルミニウム合金の製造方法","トヨタ自動車株式会社,株式会社豊田中央研究所,豊通スメルティングテクノロジー株式会社,豊田通商株式会社","C22B21/06,C22B9/10","(57)【要約】
【課題】アルミニウム合金溶湯からＭｇを除去するために用いるＭｇ除去剤を提供する。
【解決手段】本発明は、塩化物と酸化銅からなるＭｇ除去剤である。塩化物は、Ｋ、ＮａおよびＣａから選択される一種以上のベース金属元素と、Ｍｇとを少なくとも含む。塩化物は、その全体に対して、例えば、ＭｇＣｌ２を０．２～６０質量％、ＫＣｌを４０～９９．８質量％含む。酸化銅に対する塩化物の質量割合である配合比は、例えば、０．１５以上である。塩化物は、溶製塩でも混合塩でもよい。また塩化物の少なくとも一部は、ベース金属元素とＭｇを含む鉱物または鉱物由来でもよい。Ｍｇ除去剤の好例は、アルミニウム合金溶湯中へ導入される粒状のフラックスである。
【選択図】図３Ｂ
","特開2023-012355","","特許7713325","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-012355/11/ja"
"特開2022-179648","特願2022-163263","2022/10/11","2022/12/02","管理サーバ、プログラム","三菱地所パークス株式会社,豊田通商株式会社","G06Q30/02,368,G06Q30/06,G06Q30/0207,328,G06Q30/0234","(57)【要約】
【課題】割引情報が反映された駐車料金をＥＴＣシステムによりキャッシュレス決済することができる管理サーバを提供する。
【解決手段】携帯端末からＥＴＣカード番号を含むユーザ登録要求を受信した場合にＥＴＣカード番号をユーザデータベースに登録するユーザ登録部と、入場ＥＴＣ路側器からＥＴＣカード番号を含む入場ＩＤを受信した場合に入場時刻を生成してＥＴＣカード番号を入場時刻に紐付けてユーザデータベースに登録する入場時刻登録部と、店舗端末からＥＴＣカード番号を含むサービス情報を受信した場合に駐車場の利用料金の割引に関するサービスポイントをサービス情報に含まれるＥＴＣカード番号に紐付けてユーザデータベースに登録するサービスポイント計算部と、出場ＥＴＣ路側器からＥＴＣカード番号を含む出場ＩＤを受信した場合に出場時刻を生成して入場時刻と出場時刻とサービスポイントに基づいて決済情報を生成する決済情報生成部を含む。
【選択図】図２
","特開2022-179648","","特許7375146","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-179648/11/ja"
"特開2022-168831","特願2022-044139","2022/03/18","2022/11/08","金属精製方法および金属精製装置","トヨタ自動車株式会社,株式会社豊田中央研究所,豊通スメルティングテクノロジー株式会社,豊田通商株式会社","C22B21/06,C22B9/04","(57)【要約】
【課題】スクラップ等を原料としたＡｌ基溶湯からＺｎを効率的に除去または回収できる方法を提供する。
【解決手段】本発明は、アルミニウム基溶湯（ｍ）の湯面上の第１領域（ｓ１）でアルミニウム基溶湯を加熱する局部加熱工程と、第１領域と異なる湯面上の第２領域（ｓ２）を第１領域よりも低圧にする局部低圧工程とを備える金属精製方法である。これにより第２領域から特定元素が蒸発して、アルミニウム基溶湯が精製される。特定元素は、例えば、Ａｌよりも飽和蒸気圧が大きいＺｎ、ＭｇまたはＰｂの一種以上である。本発明は、アルミニウム基溶湯から特定元素を除去する精製方法のみならず、アルミニウム基溶湯から資源となる特定元素を回収する方法としても有効である。
【選択図】図１
","特開2022-168831","","特許7733599","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-168831/11/ja"
"特開2022-149884","特願2021-052218","2021/03/25","2022/10/07","電力調整システム及びアグリゲーション装置","トヨタ自動車株式会社,豊田通商株式会社","H02J13/00,311@A,H02J3/38,110,H02J3/32,H02J7/00@P,H02J7/34@J,H02J13/00,301@A,B60L55/00,H02J3/00,H02J3/38,H02J13/00,H02J13/12,H02J13/16,H02J13/34,H02J107:10,H02J107:20,H02J7/00,H02J7/40,H02J7/50,H02J7/80,H02J7/84","(57)【要約】
【課題】多数の電動車を仮想発電所のエネルギリソースとして用いることができる電力調整システムを提供する。
【解決手段】本電力調整システム１０は、複数の電動車８をエネルギリソースとして用いる仮想発電所において、複数の電動車８の充放電電力を調整するシステムであって、上位アグリゲーションサーバ１１と下位アグリゲーションサーバ１２とを備える。上位アグリゲーションサーバ１１は、複数の電動車８に含まれる個々の電動車８の車両情報に基づいて複数の電動車８の充放電を管理する。下位アグリゲーションサーバ１２は、上位アグリゲーションサーバ１１から供給される充放電情報に基づいて複数の電動車８と配電網４に接続された複数の充放電器６との間で行われる充放電を制御する。充放電情報は、複数の電動車８からなる電動車群８０の充放電制約と、個々の電動車８の充放電制約とを含む。
【選択図】図１
","特開2022-149884","","特許7348925","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-149884/11/ja"
"特開2022-137611","特願2021-037169","2021/03/09","2022/09/22","教師データ生成装置、教師データ生成方法、およびコンピュータプログラム","株式会社豊田中央研究所,豊田通商株式会社","G06T7/00,350@B","(57)【要約】
【課題】機械学習時の自動化を実現することにより、機械学習から対象物の自動選別までの処理における省人化、高精度化、および処理量向上を実現する。
【解決手段】教師データ生成装置であって、選別対象である対象物の画像を取得する撮影部と、撮影部により取得された画像を用いて、対象物の位置情報を取得する位置取得部と、対象物の位置情報を用いて対象物の材質を測定することにより、対象物の材質情報を取得する材質取得部と、対象物の画像と、位置情報と、材質情報と、を対応付けた教師データを生成する教師データを生成する教師データ生成部と、を備える。
【選択図】図１
","特開2022-137611","","特許7672845","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-137611/11/ja"
"特許7344491","特願2022-576652","2022/01/14","2022/07/28","加工変質層の評価方法及び半導体単結晶基板の製造方法","学校法人関西学院,株式会社山梨技術工房,豊田通商株式会社","H01L21/66@N,H01L21/304,611@Z,H10P54/90,101@Z,H10P74/20@N","null","WO2022/158394","","特許7344491","","","特許 有効","出願人・権利者等の氏名変更","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7344491/15/ja"
"特開2022-050041","特願2020-156404","2020/09/17","2022/03/30","電力システム","トヨタ自動車株式会社,豊田通商株式会社","H02J3/32,H02J3/38,110,H02J7/00@B,H02J7/00@P,H02J7/35@K,H02J13/00,301@A,H02J13/00,311@R,H02J3/00,H02J3/11,H02J3/38,H02J13/00,H02J13/12,H02J13/16,H02J13/183,H02J107:10,H02J7/00,H02J7/40,H02J7/50","(57)【要約】      （修正有）
【課題】電力網の需給調整の要求と電力調整リソースに対する電力量調整の要求との両方に同時に応えることができる電力システム、サーバ、充放電制御装置及び電力需給調整方法を提供する。
【解決手段】電力システム１は、電力網ＰＧに電気的に接続可能な複数の電力調整リソース（複数の車両１０を含む車両群）と、複数の電力調整リソースを管理する管理装置（サーバ１００及び２００）とを含む。管理装置は、電力網の需給調整を要求する第１要求信号と、電力調整リソースに所定期間における電力量の調整を要求する第２要求信号とを取得し、所定期間における所定間隔ごとの指令電力値を示す電力指令信号を、複数の電力調整リソースに含まれる所定の電力調整リソースへ送信する。管理装置は、第１要求信号及び第２要求信号の両方の要求に応えるように電力指令信号を生成する。
【選択図】図１
","特開2022-050041","","特許7299201","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-050041/11/ja"
"特許7791397","特願2022-515291","2021/03/30","2021/10/21","改質窒化アルニウム原料の製造方法、改質窒化アルミニウム原料、窒化アルミニウム結晶の製造方法、ダウンフォール抑制方法","学校法人関西学院,東洋アルミニウム株式会社,豊田通商株式会社","C30B29/38@C,C04B35/581,C04B35/645","null","WO2021/210396","","特許7791397","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7791397/15/ja"
"特許7769847","特願2022-515286","2021/03/30","2021/10/21","窒化アルミニウム基板の製造方法、窒化アルミニウム基板、及び、窒化アルミニウム層におけるクラックの発生を抑制する方法","学校法人関西学院,東洋アルミニウム株式会社,豊田通商株式会社","C30B29/38@C,C30B23/06","null","WO2021/210391","","特許7769847","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7769847/15/ja"
"特許7769846","特願2022-515285","2021/03/30","2021/10/21","半導体基板の製造方法、半導体基板、及び、成長層におけるクラックの発生を抑制する方法","学校法人関西学院,豊田通商株式会社","C30B29/38@C,C30B23/06","null","WO2021/210390","","特許7769846","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7769846/15/ja"
"特許7758910","特願2022-515289","2021/03/30","2021/10/21","炭化ケイ素基板の製造方法、炭化ケイ素基板、及び、レーザー加工により炭化ケイ素基板に導入された歪層を除去する方法","学校法人関西学院,豊田通商株式会社","C30B29/36@A,C30B33/00","null","WO2021/210394","","特許7758910","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7758910/15/ja"
"特許7758909","特願2022-515288","2021/03/30","2021/10/21","窒化アルミニウム基板の製造方法、窒化アルミニウム基板、及び、窒化アルミニウム層を形成する方法","学校法人関西学院,東洋アルミニウム株式会社,豊田通商株式会社","C30B29/38@C,C30B25/02@Z","null","WO2021/210393","","特許7758909","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7758909/15/ja"
"特許7758908","特願2022-515287","2021/03/30","2021/10/21","半導体基板の製造方法、半導体基板、及び、成長層を形成する方法","学校法人関西学院,豊田通商株式会社","C30B23/06,C30B29/38@C","null","WO2021/210392","","特許7758908","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7758908/15/ja"
"特許7748604","特願2022-515290","2021/03/30","2021/10/21","窒化アルミニウム基板の製造方法、窒化アルミニウム基板、及び、レーザー加工により窒化アルミニウム基板に導入された歪層を除去する方法","学校法人関西学院,東洋アルミニウム株式会社,豊田通商株式会社","H01L21/324@C,H01L21/324@X,B23K26/382,H10P95/90,101@C,H10P95/90,101@X","null","WO2021/210395","","特許7748604","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7748604/15/ja"
"特開2021-143351","特願2020-040619","2020/03/10","2021/09/24","Ａｌ合金の再生方法","トヨタ自動車株式会社,株式会社豊田中央研究所,豊通スメルティングテクノロジー株式会社,豊田通商株式会社","C22B21/06,C22B7/00@A,C22B9/10,101,B09B3/00,303@A,B09B3/40","(57)【要約】
【課題】Ｍｎ量に対して除去されるＦｅ量の割合（除去効率）を高められるＡｌ合金スクラップの新たなリサイクル方法を提供する。
【解決手段】本発明は、少なくとも一方がＡｌ合金スクラップまたは再生Ａｌ合金鋳塊を含む原料を溶解して調製された第１溶湯と第２溶湯を混合して第３溶湯を得る混合工程と、その第３溶湯から晶出したＦｅ化合物の少なくとも一部を除去した第４溶湯を抽出する抽出工程とを備えるＡｌ合金の再生方法である。ここで第１溶湯は、第２溶湯よりもＭｎ濃度が大きいと共に湯温が高く、第２溶湯は、湯温がＦｅ化合物の晶出温度域内にある。第１溶湯は、その全体に対するＭｎ濃度が、例えば１質量％以上である。第２溶湯は、その全体に対するＭｎ濃度が、例えば、１質量％未満である。本発明のＡｌ合金の再生方法によれば、例えば、除去効率を２５～７５％程度向上させ得る。
【選択図】図２
","特開2021-143351","","特許7414592","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-143351/11/ja"
"特開2021-113355","特願2020-203026","2020/12/07","2021/08/05","金属精製方法および金属精製装置","トヨタ自動車株式会社,株式会社豊田中央研究所,豊通スメルティングテクノロジー株式会社,豊田通商株式会社","C22B21/06,C22B9/04,F27B14/14","(57)【要約】
【課題】スクラップ等を原料としたＡｌ基溶湯からＺｎを効率的に除去できる方法を提供する。
【解決手段】本発明は、アルミニウム基溶湯に含まれる特定元素を真空蒸留法により除去してアルミニウム基溶湯を精製する金属精製方法である。本発明は、アルミニウム基溶湯の湯面付近を加熱する局部加熱工程を備える。局部加熱工程は、例えば、アーク放電、レーザー照射、電子ビーム照射によりなされる。その際、アルミニウム基溶湯の湯面上へ気流を付与しつつなされるとよい。特定元素は、Ａｌよりも飽和蒸気圧が大きいＺｎ、ＭｇまたはＰｂの一種以上であるとよい。本発明によれば、溶湯温度や真空度を高めるまでもなく、Ａｌ基溶湯から特定元素を短時間で効率的に除去できる。
【選択図】図１
","特開2021-113355","","特許7212664","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-113355/11/ja"
"特開2021-110026","特願2020-004697","2020/01/15","2021/08/02","金属除去方法および金属回収方法","トヨタ自動車株式会社,株式会社豊田中央研究所,豊通スメルティングテクノロジー株式会社,豊田通商株式会社","C22B21/06,C22B9/10,101,C01G3/04,C01G3/05,C01G9/04,C01G45/06","(57)【要約】
【課題】スクラップ等を原料としたＡｌ基溶湯から、Ｍｇを効率的に除去できる方法を提供する。
【解決手段】本発明の金属除去方法は、Ｍｇを含むアルミニウム基溶湯に接触してアルミニウム基溶湯の湯面の少なくとも一部を覆う溶融塩層を形成する処理工程を備える。これにより、アルミニウム基溶湯側から溶融塩層側へＭｇが取り込まれて除去される。溶融塩層は、ＣｌまたはＢｒの一種以上である特定ハロゲン元素とＣｕ、ＺｎまたはＭｎの一種以上である特定金属元素とを含む。特定金属元素は、特定金属元素の酸化物として溶融塩層に補給されるとよい。このとき、溶融塩層にはＭｇが含まれているとよい。Ｍｇの除去工程は、アルミニウム基溶湯と溶融塩層を架橋する導電体を配置してなされるとよい。これにより、Ｍｇ除去効率と特定金属元素の回収効率が高まる。
【選択図】図２Ｂ
","特開2021-110026","","特許7108644","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-110026/11/ja"
