"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許7719326","特願2025-520266","2023/05/15","2024/11/21","ロータマグネット及びブラシレスモータ","マブチモーター株式会社","H02K1/2788,H02K15/03,H02K15/035","null","WO2024/236690","","特許7719326","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7719326/15/ja"
"特許7576210","特願2024-543461","2024/02/07","2024/10/30","ブロアハウジング、ブロア配線構造及びブロア","マブチモーター株式会社","H02K7/14@A,H02K5/04,H02K5/22","【要約】
  モータ（１０）を有するブロア（１）のブロアハウジング（１１）は、モータ（１０）のステータ（３０）を収容する開口部（１５）に対して径方向の外側にステータ（３０）の巻線（３５）とはんだ部（１６）とを収容するための収容部（４０）を備える。収容部（４０）は、底面部（４１）及び内側壁部（４２）を有し、底面部（４１）は、導線が配置される第一部分（４４）と、はんだ部（１６）が配置される第二部分（４５）と、を含み、第二部分（４５）は、第一部分（４４）よりも深い位置まで凹設されるとともに、第一部分（４４）から内側壁部（４２）の上面までの軸方向の寸法は、導線の軸方向の厚みよりも長く且つはんだ部（１６）の軸方向の厚みよりも短く設定され、第二部分（４５）から内側壁部（４２）の上面までの軸方向の寸法は、はんだ部（１６）の軸方向の厚みよりも長く設定される。
","","","特許7576210","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7576210/15/ja"
"特許7573140","特願2024-552321","2024/02/21","2024/10/24","レゾルバステータ及びレゾルバ","マブチモーター株式会社","G01D5/20,110@E,G01D5/20@J","【要約】
  レゾルバロータ（３）の回転角を検出するレゾルバ（１）に備えられるレゾルバステータ（２）は、シート状の基板（２１）と、基板（２１）に設けられ、外部装置（４）で生成された入力信号が入力される第一コイル（１１，１２）と、基板（２１）に設けられ、外部装置（４）に出力信号を出力する第二コイル（１５）と、基板（２１）に対して軸方向に重ねて配置されるとともに、第一コイル（１１，１２）及び第二コイル（１５）の各々に対して軸方向に対向配置される磁性体のコア（２２）と、コア（２２）を外部装置（４）に接地する接地パターン（７）と、を備える。
","","","特許7573140","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7573140/15/ja"
"特許7531758","特願2024-527669","2023/12/26","2024/08/09","リード線保持部構造及びモータ","マブチモーター株式会社","H05K7/00@Q,H02K5/22","【要約】
  第一部品（１）とこれに組み合わされる第二部品（２）との間にリード線（４）が保持されるとともに、リード線（４）が第一部品（１）及び第二部品（２）の内部から外方へ引き出される保持部構造は、リード線（４）の延設方向に沿って互いに離隔して並設されて延設方向に延びる溝（６Ｇ）を有する二つの第一凹部（６）と、第一部品（１）及び第二部品（２）の組合せ状態で、二つの第一凹部（６）の間に位置し、且つ、第一凹部（６）の溝（６Ｇ）とは逆向きであって延設方向に延びる溝（７Ｇ）を有する第二凹部（７）と、を備える。上記の組合せ状態で、第一凹部（６）の溝（６Ｇ）内及び第二凹部（７）の溝（７Ｇ）内に配置されたリード線（４）は、第一凹部（６）及び第二凹部（７）により屈曲保持される。
","WO2025/141707","","特許7531758","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7531758/15/ja"
"特許7522334","特願2024-527670","2023/05/30","2024/07/24","ブラシレスモータ","マブチモーター株式会社","H02K5/22,H02K11/33","【要約】
  ブラシレスモータ（１）は、シャフト（４）と一体回転するロータと、ロータに対して径方向に対向配置され、巻線（３１）が巻回されたコアを有するステータ（３）と、シャフト（４）の一端面から軸方向に離隔して配置され、軸方向に交差する方向に延在する基板（１０）と、ステータ（３）に対して固定されるとともに基板（１０）を保持するホルダ（６）と、巻線３１と電気的に接続される接続手段（９）と、を備える。
","WO2024/247120","","特許7522334","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7522334/15/ja"
"特許7490906","特願2024-501739","2022/12/02","2024/05/27","レゾルバ／デジタル変換回路、レゾルバ信号処理装置、レゾルバ信号処理方法およびプログラム","マブチモーター株式会社","G01D5/20,110@Q","【要約】
ＳＩＮ励磁コイルとＣＯＳ励磁コイルと検出コイルとを備えるレゾルバセンサの信号処理を行うレゾルバ／デジタル変換回路は、ＳＩＮ励磁コイル用の励磁信号とＣＯＳ励磁コイル用の励磁信号とを生成する制御装置と、ＳＩＮ励磁コイル用の励磁信号からＳＩＮ励磁コイル用の励磁波形を生成すると共にＣＯＳ励磁コイル用の励磁信号からＣＯＳ励磁コイル用の励磁波形を生成する励磁波形生成部と、検出コイルから出力される検出信号に基づいてレゾルバセンサの回転角度を示す信号を生成する検波部とを備え、制御装置は、ΔΣ変調を行うことによってＰＤＭ波形を生成する波形生成部と、ＳＩＮ励磁コイル用の励磁信号に対応するＰＤＭ波形を記憶する第１波形メモリと、ＣＯＳ励磁コイル用の励磁信号に対応するＰＤＭ波形を記憶する第２波形メモリとを備える。
","WO2024/116399","","特許7490906","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7490906/15/ja"
"特許7489563","特願2024-501738","2023/06/21","2024/05/23","レゾルバ及びサーボモータ","マブチモーター株式会社","H02K24/00","【要約】
  レゾルバは、ステータ（３）の第一基板（３０）に設けられた第一トランスコイル（１５）と、ロータ（４）の第二基板（４０）に設けられた第二トランスコイル（１４）とを備える。第一基板（３０）には、第一トランスコイル（１５）よりも回転軸（Ｃ）側に配置された電気素子（２６）及び電気素子（２６）の信号線（２６Ｌ）が設けられる。第一トランスコイル（１５）は、第一空隙（Ｈ）をあけて設けられた円弧状の第一外側部（１５ａ）と第一内側部（１５ｂ）とを有する。第二トランスコイル（１４）は、第二空隙（Ｇ）をあけて設けられた環状の第二外側部（１４ａ）と第二内側部（１４ｂ）とを有する。第一空隙（Ｈ）と第二空隙（Ｇ）とは、回転軸（Ｃ）方向に互いに対向して設けられ、信号線（２６Ｌ）は、第一トランスコイル（１５）が延設される環状の領域のうち第一外側部（１５ａ）及び第一内側部（１５ｂ）が存在しない開口領域に配策される。
","WO2024/261888","","特許7489563","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7489563/15/ja"
"特開2024-056841","特願2024-019286","2024/02/13","2024/04/23","バスバーユニット","マブチモーター株式会社","H02K3/50@A","(57)【要約】      （修正有）
【課題】インナーロータ型のブラシレスモータに備えられ、組立性，部品成立性，コストの三つの側面でバランスの良いバスバーユニットを提供する。
【解決手段】インナーロータ型のブラシレスモータに備えられ、ステータの軸方向一端側に配置され、ステータに設けられる三相のコイルを同相ごとに結線する三つのバスバー６０を有するバスバーユニット６であって、三つのバスバー６０のうちの二つが樹脂でインサート成形され、残りの一つがインサート成形されたモールドバスバー６１に組み付けられ、当該一つのバスバーを覆う樹脂製のバスバーカバー６２が取り付けられて構成されている。
【選択図】図１０
","特開2024-056841","","特許7496185","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-056841/11/ja"
"特許7457215","特願2023-567052","2023/04/25","2024/03/27","梱包構造","マブチモーター株式会社","B65D5/50,101@B","【要約】
  開示の梱包構造（５）は、部品（４）が収容される箱（１）と、箱（１）の内部に設置されて部品（４）を保持する保持部材（２）とを備える。保持部材（２）は、部品（４）が挿入される第一開口部が形成されて箱（１）の底面（１０）側に配置される下面部（２１）と、部品（４）が挿入される第二開口部が形成されて下面部（２１）の上方に配置される上面部（２２）と、下面部（２１）及び上面部（２２）を上下方向に接続する第一側面部（２３）とを有する。保持部材（２）は、第一側面部（２３）と下面部（２１）と上面部（２２）との各境界を折り曲げて形成されるとともに、各境界の折り曲げ方向に応じて互いに鏡面対称となる二種類の三次元形状に形成される。
","WO2024/224494","","特許7457215","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7457215/15/ja"
"特開2024-031322","特願2022-134812","2022/08/26","2024/03/07","モータ","マブチモーター株式会社","H02K9/06@C","(57)【要約】
【課題】エンドベルに電気素子が取り付けられていてもモータ内部に空気を取り入れやすくする。
【解決手段】モータは、シャフトと一体回転するロータ及びステータを内蔵した有底筒状のハウジングと、ハウジングの開口を塞ぐエンドプレート７及び軸方向でロータとエンドプレート７との間に設けられて電気素子１５が取り付けられるホルダ８を有するエンドベル３と、を備える。エンドプレート７は、軸方向にエンドプレート７を貫通する風穴７ｈを有する。ホルダ８は、電気素子１５が取り付けられる取付部２４を有するとともに、シャフトが挿通される挿通穴８ｈａが形成されている。取付部２４における、軸方向視で風穴７ｈと重なる少なくとも一部には、切欠部２５が形成されている。
【選択図】図３
","特開2024-031322","","特許7576065","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-031322/11/ja"
"特許7442024","特願2023-575444","2023/05/30","2024/03/01","アウターロータ型ブラシレスモータ","マブチモーター株式会社","H02K5/167@A","【要約】
  アウターロータ型ブラシレスモータ（１）は、シャフト（２）と、ロータと、ステータ（４）と、ステータ（４）の一端側に固定された筒状のブッシュ（６）と、ブッシュ（６）の他端側に配置された含浸軸受（５）と、シャフト（２）と一体回転するワッシャ（７）と、を具備する。ブッシュ（６）は、軸受端面（５Ｂ）に対向配置される第一端面（６Ｂ）、及び、第一クリアランス（ＣＡ）をあけて外周面（２Ａ）に対向配置される第一内周面（６Ａ）を持つとともにコア内周面（４Ｃ）に固定される固定部（６１）と、固定部（６１）の一端側において、第一内周面（６Ａ）よりも大径の第二内周面（６Ｄ）を持つ収容部（６４）と、を備え、その表面には撥油処理が施される。ワッシャ（７）は、第二内周面（６Ｄ）の径方向内側に配置される。軸受端面（５Ｂ）と第一端面（６Ｂ）との間には、第一クリアランス（ＣＡ）よりも大きい第二クリアランス（ＣＢ）が設けられる。
","WO2024/247122","","特許7442024","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7442024/15/ja"
"特開2024-012979","特願2022-114855","2022/07/19","2024/01/31","ターボファン","マブチモーター株式会社","F04D29/28@K,F04D29/28@R,F04D29/62@C","(57)【要約】
【課題】超音波溶着時に発生するバリを逃がす機能と振動エネルギーの分散を抑制する機能とを実現しつつ、溶着前の二つの部品同士の位置決め精度を高める。
【解決手段】ターボファン１は、平面部２及び平面部２から立設された板状の複数の羽根部４を有する第一部品７と、各羽根部４の端部４１が収まる複数の溝部３１が凹設された第二部品８と、が互いに超音波溶着により溶着されてなる。各溝部３１は、各羽根部４の端部４１における板厚よりも幅広の溝幅を持つ。ターボファン１は、溶着前状態で端部４１の板厚方向の両側に生じる二つの隙間のそれぞれを部分的に埋める位置決めリブ２０を一組有する。一組の位置決めリブ２０は、複数の羽根部４のうち少なくとも一つの羽根部４の端部４１、又は、複数の溝部３１のうち少なくとも一つの溝部３１の側面から板厚方向にそれぞれ突出して溝部３１の側面、又は、羽根部４の端部４１に当接する。
【選択図】図２
","特開2024-012979","","特許7739680","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-012979/11/ja"
"特許7422270","特願2023-567040","2023/05/30","2024/01/25","アウターロータ型ブラシレスモータ","マブチモーター株式会社","H02K3/38@A","【要約】
  モータは、シャフト（２）と一体回転するロータと、シャフト（２）の径方向外側かつロータの径方向内側に配置されたステータ（４）と、ステータ（４）の一端側に固定されるとともにシャフト（２）が挿通される筒状のブッシュ（５）と、を具備する。ステータ（４）は、シャフト（２）が挿通される筒部（４２）及び筒部（４２）から径方向外側に突設された複数のティース部（４３）を有するステータコア（４１）と、複数のティース部（４１）のそれぞれに巻線が巻回されてなる複数のコイル（４５）と、巻線が巻回されるティース部（４３）に絶縁コーティングが施された絶縁層（４６）と、を備える。ブッシュ（５）は、筒部（４２）の内周面（４２ｆ）に固定される固定部（５１）と、固定部（５１）からステータコア（４１）の端面（４１ａ）よりも軸方向に延出され、複数のコイル間（４５）を接続する渡り線（Ｗｃ）が当接するガイド部（５４）と、を備える。
","WO2024/247121","","特許7422270","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7422270/15/ja"
"特許7324964","特願2023-534658","2022/11/22","2023/08/10","減速機付きモータユニット","マブチモーター株式会社","H02K7/116,F16H57/04@B","【要約】
  バッテリから供給される電力により駆動するモータの駆動力をウォームギヤとウォームホイールとを通じて開閉機構に伝達する減速機付きモータユニットは、ウォームギヤとウォームホイールとを潤滑するグリスを備える。グリスは、基油と、増ちょう剤と、添加量（Ｎ）が増加するほどウォームギヤとウォームホイールとの間の摩擦係数を上昇させる固体添加剤と、を含み、固体添加剤は、添加量（Ｎ）が第一閾値（ＮＡ）以上かつ第二閾値（ＮＢ）以下となるように添加される。第一閾値（ＮＡ）は、ウォームホイールからウォームギヤへの伝達効率が０［％］となる摩擦係数（μ）を実現する添加量（Ｎ）の値であり、第二閾値（ＮＢ）は、開閉機構が特定の環境で全閉に拘束されたあと、開閉機構を開方向に移動させるのに必要となるモータの起動電圧（Ｖ）がバッテリの最低保証電圧（Ｖｘ）となる摩擦係数（μ）を実現する添加量（Ｎ）の値である。
","WO2024/014011","","特許7324964","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7324964/15/ja"
"特開2023-109382","特願2022-010860","2022/01/27","2023/08/08","軸受ユニットをギヤボックスに組み付ける方法","マブチモーター株式会社","F16C35/02@C,H02K7/116,F16C17/10@Z,F16C33/10@A,F16C33/20@Z,F16C35/02@A,F16F15/08@K,F16H1/16@Z,F16C17/02@Z,F16C17/08,H02K5/167@A,H02K5/167@B,H02K5/24@B,H02K7/08@Z","(57)【要約】
【課題】シャフトに付設される複数の部品の組み付け手順を単純化し、当該複数の部品の組み付け作業を容易にする。
【解決手段】軸受ユニット１０は、ギヤボックス４内に配設されるシャフト２Ａの軸方向に伸縮可能であって、軸方向の一方への移動が規制されるスラストダンパ２０と、スラストダンパ２０に対し、スラストダンパ２０の軸方向の他方側から保持されるシャフト受け部品３０と、シャフト受け部品３０を軸方向に分離可能に保持するメタルホルダ５０と、メタルホルダ５０に保持されると共にシャフト受け部品３０の他方に配置されるオイルレスメタル４０と、を備え、ギヤボックス４への組み込み前に、スラストダンパ２０とシャフト受け部品３０とメタルホルダ５０とオイルレスメタル４０とが一体化されている。
【選択図】図２
","特開2023-109382","","特許7522143","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-109382/11/ja"
"特開2023-095274","特願2021-211066","2021/12/24","2023/07/06","モーターブラシ用の摺動接点材料及びモーターブラシ並びに直流モーター","マブチモーター株式会社,田中貴金属工業株式会社","H02K13/00@Q,H01R39/20,C22C5/06@C,C22C5/06@Z,B22F7/00@A,B22F1/00@K,C22C32/00@A","(57)【要約】
【課題】小型直流モーターのモーターブラシの構成材料として好適であり、耐機械的摩耗性及び耐火花性に優れると共に、コスト面でＡｇ－Ｐｄ系合金に代替可能な摺動接点材料を提供する。
【解決手段】本発明は、純Ａｇをマトリックスとし、前記マトリックスにＺｎＯ粒子及びＴａ２Ｏ５粒子が分散されてなるモーターブラシ用の摺動接点材料であって、前記ＺｎＯ粒子の含有量が０．１質量％以上１２質量％以下であり、前記Ｔａ２Ｏ５粒子の含有量が０．１質量％以上６．０質量％以下であるモーターブラシ用の摺動接点材料である。この摺動接点材料は、耐機械的摩耗性及び耐火花性が良好であり、低ノイズ性にも優れている。また、最近のパラジウム価格の高騰を考慮し、Ａｇ－Ｐｄ系合金に対して遜色のない特性を有する。
【選択図】図１
","特開2023-095274","","特許7382382","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-095274/11/ja"
"特開2023-092172","特願2021-207203","2021/12/21","2023/07/03","ギヤ構造及び減速機並びにモータユニット","マブチモーター株式会社,株式会社アイシン","F16H1/16@Z,F16H57/04@Q,F16H57/023","(57)【要約】
【課題】ヘリカルギヤの浮きや傾ぎ防止し、安定的に回転支持する。
【解決手段】駆動軸５と一体回転するウォーム４と噛み合い、駆動軸４の中心線Ｓと直交する軸心Ｃまわりに回転するヘリカルギヤ１０と、ヘリカルギヤ１０の収容部３１を有するギヤボックス３Ａとを備えたギヤ構造９において、ヘリカルギヤ１０は、軸心Ｃを中心とした環状のハブ１１と、ハブ１１の一端面１１ａから軸心Ｃ方向に略円柱状に凹設された第一凹部１１ｂとを有する。収容部３１は、底面３１ａから軸心Ｃ方向に円筒状に突設されるとともにヘリカルギヤ１０を回転自在に支持するボス３２を有する。ボス３２は、駆動軸５の中心線Ｓを通り軸心Ｃ方向に直交する仮想面Ｆの位置または仮想面Ｆよりも収容部３１の開口側に突設され、収容されたヘリカルギヤ１０が回転する際に、ボス３２の外周面３２ａが第一凹部１１ｂの内周面１１ｃと摺動してヘリカルギヤ１０を支持する。
【選択図】図６
","特開2023-092172","","特許7514814","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-092172/11/ja"
"特許7770417","特願2023-556662","2022/10/28","2023/05/04","はすば歯車及び減速機","マブチモーター株式会社","F16H1/46,F16H55/17","null","WO2023/074839","","特許7770417","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7770417/15/ja"
"特許7685057","特願2023-538312","2022/06/03","2023/02/02","チョークコイルの固定構造及びモータ","マブチモーター株式会社","H02K13/06,H02K11/026,H02K13/00@T","null","WO2023/007949","","特許7685057","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7685057/15/ja"
