"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許7487432","特願2024-034437","2024/03/06","2024/05/20","コンベクションオーブン","株式会社山善","F24C1/00,360@A,F24C7/06@A,F24C1/14@B","(57)【要約】
【課題】ヒータの特性を考慮しつつ、効果的に輻射加熱と対流加熱を行うことが可能なコンベクションオーブンを提供する。
【解決手段】本発明のコンベクションオーブン１は、被加熱物を加熱する加熱室１２０と、加熱室１２０の両側壁に設けられた調理皿受け１３０と、加熱室１２０の天面壁を介して形成される送風機室１２１に配設される送風機１４０と、通電によって発熱する発熱体を備える複数の加熱部材１５０とを備え、加熱部材１５０が、上部ヒータ１５０Ａとして、ニクロム線を金属パイプで包囲することで形成され主に遠赤外線を発するシーズヒータ１５１Ａ、１５１Ｂ、及び、カーボンフィラメントをガラス菅で包囲することで形成され主に中赤外線を発するカーボンヒータ１５２Ａを含み、上部ヒータとして使用されるシーズヒータ１５１Ａが、送風口１２２から供給される空気を受けるよう配設され、下部ヒータ１５０Ｂとしてシーズヒータ１５１Ｂを含む。
【選択図】図１
","特開2025-078561","","特許7487432","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7487432/15/ja"
"特開2024-048062","特願2022-153905","2022/09/27","2024/04/08","電源コンセント","株式会社山善","H01R25/00@A,H01R25/00@M","(57)【要約】
【課題】ＡＣ－ＤＣコンバータを容易に交換可能にする。
【解決手段】電源コンセントは、電源コンセント本体部１１０と、ＡＣ－ＤＣコンバータ１２２を有するＵＳＢコンセントユニット１２０とを備え、電源コンセント本体部１１０は、表面に外部用ＡＣソケット１１１ａを有するとともに、内部にＵＳＢコンセントユニット用ＡＣソケット１１１ｂを有し、ＵＳＢコンセントユニット１２０は、表面にＵＳＢソケット１２３を有するとともに、電源コンセント本体部１１０のＵＳＢコンセントユニット用ＡＣソケット１１１ｂに接続されるＡＣプラグ１２１を有する。
【選択図】図２
","特開2024-048062","","特許7623988","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-048062/11/ja"
"特許7451817","特願2023-191094","2023/11/08","2024/03/18","コンベクションオーブン","株式会社山善","F24C7/06@A,F24C7/04@A,F24C15/32","(57)【要約】
【課題】ヒータの特性を考慮しつつ、効果的に輻射加熱と対流加熱を行うことが可能なコンベクションオーブンを提供する。
【解決手段】本発明のコンベクションオーブン１は、被加熱物を加熱する加熱室１２０と、加熱室１２０の両側壁に設けられ、被加熱物を載置するための調理皿を設置する調理皿受け１３０と、加熱室１２０の天面壁を介して形成される送風機室１２１に配設され、天面壁に設けられた送風口１２２から加熱室１２０に向けて空気を供給する送風機１４０と、通電によって発熱する発熱体を備える複数の加熱部材１５０とを備え、加熱部材１５０が、ニクロム線を金属パイプで包囲することで形成され主に遠赤外線を発するシーズヒータ１５１Ａ、１５１Ｂ、及び、カーボンフィラメントをガラス菅で包囲することで形成され主に中赤外線を発するカーボンヒータ１５２Ａを含み、シーズヒータ１５１Ａが、送風口１２２から供給される空気を受けるよう配設される。
【選択図】図１
","特開2025-078488","","特許7451817","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7451817/15/ja"
"特許7436743","特願2023-200763","2023/11/28","2024/02/22","リラックスチェア","株式会社山善","A47C7/00@B,A47C1/02,A47C1/024","(57)【要約】      （修正有）
【課題】リクライニング機能とロッキング機能を同時に備えることができ、しかも、強度を保持することが可能なリラックスチェアを提供する。
【解決手段】本発明のリラックスチェアは、座面部と、座面部の後端に前後方向に回動可能に接続された背もたれ部とを備える椅子本体と、椅子本体を支持するフレーム体とからなるリラックスチェアである。フレーム体は左右に配置される二組のフレーム構造体を連結杵によって接続することで構成されており、それぞれのフレーム構造体は、前後方向に延設され載置面に接地する略水平の接地板部、肘置き部、及び、縦杵部からなり、第一部材、及び、接地他部と肘置き部の間の高さにおいて前後方向に延設される座面保持部、第一接続部が形成される縦片部、及び、肘置き部に固定される第二接続部が形成される後方片部からなる第二部材、によって構成され、連結杵は接地板部及び縦杵部に配設される。
【選択図】図１
","特開2025-086645","","特許7436743","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7436743/15/ja"
"特許7376219","特願2023-122120","2023/07/27","2023/11/08","ハイブリッドヒータ","株式会社山善","F24C7/04@C,F24C7/06@C,F24C15/22@D","(57)【要約】
【課題】空気の加熱効率を高め、広範囲にわたって効果的に暖房を行うことが可能なハイブリッドヒータを提供する。
【解決手段】本発明のハイブリッドヒータ１は、通電によって発熱するヒータ部材が封入され所定の方向に延設される管状ヒータ３０と、管状ヒータ３０から所定の距離隔てて後方に位置する反射板４０と、反射板４０に対して後方から空気を供給する送風機５０と、管状ヒータ３０、反射板４０及び送風機５０を収容する本体部２０と、を備える。反射板４０において管状ヒータ３０の延設方向に交差する方向に穿設せしめたスリット状開口４０ｓを備え、スリット状開口４０ｓが管状ヒータ３０の延設方向に沿って複数並設される。
【選択図】図２
","特開2025-018428","","特許7376219","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7376219/15/ja"
"特開2023-158790","特願2022-068787","2022/04/19","2023/10/31","加湿器","株式会社山善","F24F6/00@A,F24F6/00@F","(57)【要約】
【課題】  加湿液が溢れるのを抑制可能な加湿器の提供を目的とする。
【解決手段】  加湿液を溜めることができるタンク部と、タンク部の上方に配置され、タンク部内の加湿液で加湿可能な加湿部と、タンク部の上方に配置され、タンク部から加湿部へ供給される加湿液を一時貯留可能な貯留部と、貯留部に一時貯留された加湿液を加湿部へ送る送液部と、を備え、加湿部と貯留部とは、送液部で連通されることで、互いの液位が連動して変化するよう構成されており、加湿部の液位が所定の高液位を超えないように、貯留部に一時貯留された加湿液をタンク部へ戻すように構成された戻し機構を備える。
【選択図】  図８
","特開2023-158790","","特許7461403","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-158790/11/ja"
"特許7335467","特願2023-117451","2023/07/19","2023/08/29","オーブントースタ","株式会社山善","A47J37/08,101,F24C15/02@E,F24C7/06@A,F24C15/02@F","(57)【要約】
【課題】周囲にごみを散逸することなく加熱室を容易に清掃することが可能なオーブントースタを提供する。
【解決手段】本発明のオーブントースタ１は、オーブントースタ本体１１０の前面１１１に設けられた前面開口１１１Ａを開閉する前面扉体１６０と、オーブントースタ本体１１０の背面１１２に設けられた背面開口１１２Ａを開閉する背面扉体１７０とを備える。背面扉体１７０は下縁を枢支軸１７３として背面１１１に対して回動可能に設置されるとともに、縁部に形成され背面扉体１７０を閉じた際に背面１１２に当接するフランジ部１７１と、フランジ部１７１の内側に形成されフランジ部１７１から後方に膨出する膨出部１７２とを備える。
【選択図】図４
","特開2025-014686","","特許7335467","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7335467/15/ja"
"特開2020-081444","特願2018-221273","2018/11/27","2020/06/04","脚付家具","株式会社山善","A47B3/08@Z,A47C7/00@A,A47C4/04@C,A47C11/00","(57)【要約】
【課題】  簡単な構成であっても、脚部の立脚状態を確実に保持できる脚付家具の提供。
【解決手段】  天板部３の一面５の両側に軸支された脚部１１と、天板部３と脚部１１を連結する連結機構部１２とを備え、脚部１１は、天板部３の一面５に折畳まれた折畳状態Ｘ１と、天板部３の一面５から突出した立脚状態Ｘ２とに切替自在とされ、天板部３の一面５の中央側に軸支され、他端が脚部１１へ向けて延長される第一杆状部材１７と、一端が第一杆状部１７の他端に軸支され、他端が脚部１１に軸支された第二杆状部材１８とを備え、第一杆状部材１７と第二杆状部材１８の支軸部分に設けられて第一杆状部材１７または第二杆状部材１８の軸支による回動を規制する爪部材１９として、両者の屈曲側への回動を係止によって規制する規制姿勢と、第一杆状部材１７および第二杆状部材１８の回動を許容すべく回避した解除姿勢とに切替え可能とされる。
【選択図】  図２
","特開2020-081444","","特許7227746","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-081444/11/ja"
"特開2020-068967","特願2018-203796","2018/10/30","2020/05/07","折り畳みテーブル","株式会社山善","A47B3/087@B,A47B3/00@A,A47B3/10@A","(57)【要約】
【課題】脚部材を迅速にセット又は収納することができるとともに、脚部材を確実に固定することができる折り畳みテーブルを提供する。
【解決手段】互いの一縁を軸線Ｘとして回動可能に連結された２つの天部材２，２と、２つの天部材２，２の下面のそれぞれに天部材２，２を支持すべく下面に対して起立する起立姿勢と起立姿勢から下面に沿う倒伏姿勢とに回動可能に取り付けられた脚部材３，３と、を備え、天部材２，２の下面に一端部が回動可能に連結され、かつ、他端部が脚部材３，３の長手方向中間部に回動可能に連結されるステー４を備え、天部材２，２の下面に案内溝を備える案内部材５を備え、案内部材５の案内溝５Ｍに一端部が移動自在に係止され、かつ、他端部がステー４の長手方向中間部に回動可能に連結されたロックステー６を備えている。
【選択図】図３
","特開2020-068967","","特許7118861","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-068967/11/ja"
"特開2019-134878","特願2018-018273","2018/02/05","2019/08/15","宮付きベッド","株式会社山善","A47C19/12@Z,A47C19/22@Z,A47C19/02@A","(57)【要約】
【課題】使用環境に応じて宮を使い分けることができる宮付きベッドを提供することを課題とする。
【解決手段】使用者の体を支える寝台部２と、該寝台部２の外縁部に設けられる宮３と、を備え、前記宮３は、前記寝台部２に対して引き起こされた引起姿勢と、前記寝台部に対して外側に倒された外倒姿勢とに姿勢変更可能な可動板部３０を有する。
【選択図】図１
","特開2019-134878","","特許7150442","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-134878/11/ja"
"特許6085657","特願2015-211476","2015/10/28","2017/02/22","テント","株式会社山善","E04H15/40,E04H15/46,E04H15/44","(57)【要約】
【課題】畳みやすいテントを提供すること。
【解決手段】展開状態と畳み状態とを変更可能に構成された立体骨組であって、弾性を有する環状の支持材によって立体的に形成された立体骨組を有するテントは、前記立体骨組は、屈曲を有する、または他の部分と比べて剛性の低い複数のきっかけ部を有し、前記立体骨組上に、基準点と、前記基準点に対向する対向点と、前記基準点および前記対向点の中点とを仮想的に設定したときに、前記きっかけ部は、前記立体骨組上において前記中点よりも前記基準点に近い第１位置と、前記立体骨組上において前記中点よりも前記対向点に近い第２位置とに設けられている。
【選択図】図２
","特開2017-082476","","特許6085657","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6085657/15/ja"
"特開2013-028930","特願2011-164678","2011/07/27","2013/02/07","マット及び該マットを用いたタイルマット","株式会社山善","E04F15/02@D,E04F15/02,101@F,E04F15/08@C,E04F15/08@Z,E04F15/08","(57)【要約】
【課題】  本発明は、マットとタイルとを接着するための接着剤を外れ難くすることができるマット及び該マットを用いたタイルマットを提供することを課題とする。
【解決手段】  タイルＴが接着剤Ｓを用いて表面に取り付けられるタイル取付部２を備えるマット１であって、タイル取付部２には、表裏方向に貫通し内側面が滑面である貫通孔Ｋであって、裏面側の周縁部に接着する鍔部Ｓａが形成されるように接着剤Ｓが充填される貫通孔Ｋが形成されており、該貫通孔Ｋの裏面側の周縁部に前記接着剤Ｓの鍔部Ｓａが接着する鍔受け部３が形成されており、前記鍔受け部３は、貫通孔Ｋの径外方向の厚さが厚い厚肉部３１と厚肉部３１より薄い薄肉部３２とが周方向に連設されてなり、薄肉部３２の径方向外側面３２ｂが接着剤Ｓの鍔部Ｓａと接着するように構成されていることを特徴とする。
【選択図】図１
","特開2013-028930","","特許5555673","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-028930/11/ja"
"特開2011-092990","特願2009-251929","2009/11/02","2011/05/12","矯正装置、およびこの矯正装置によって矯正加工を施された部材を備える運動案内装置","ＴＨＫ株式会社,株式会社ヒノテック,株式会社山善","B21D3/10@E,B21D3/10@J","(57)【要約】
【課題】軸状ワークに生じた歪を効率的、且つ、高精度で矯正する。
【解決手段】矯正装置３０は、軸状ワーク１１をその軸方向の複数点でクランプ固定する複数のワーククランプ４５と、軸状ワーク１１に対して接触・退避自在な接触子４８ａを備えることで軸状ワーク１１の歪量を計測する計測センサ４８と、計測センサ４８によって計測された歪量に基づいて軸状ワーク１１に押圧力を及ぼすことで、ワーククランプ４５と協働して軸状ワーク１１の矯正を行う押圧子としてのプレスローラ４３とを備える装置であり、このうちプレスローラ４３は、円弧運動をしながら軸状ワーク１１に押し付けられることで、軸状ワーク１１に対して面接触に基づく押圧力を及ぼす。
【選択図】図４
","特開2011-092990","","特許5513849","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-092990/11/ja"
