"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2014-177125","特願2014-085608","2014/04/17","2014/09/25","薄肉プライラミネート","伊藤忠商事株式会社,アイ・エル・ティー・コーポレーション,株式会社ミツヤ,福井県","B29B11/16,B29K105:06,B32B5/08,B32B15/14","(57)【要約】      （修正有）
【課題】薄肉プライを使用し剥離耐性を向上した繊維複合材料の提供。
【解決手段】a）炭素繊維プライからなる複数の結合されたサブラミネートモジュールであって少なくとも炭素薄肉プライの第１層と炭素薄肉プライの隣接する第２層とを含み前記炭素薄肉プライは０．０２～０．０６ｍｍの厚さを有する複合材料であって、前記第１層の炭素薄肉プライは第１の方向に配向し前記第２層の炭素薄肉プライは第１の方向に対してある角度で第２の方向に配向し前記複合材料は少なくとも０．１２ｍｍの厚さを持つ通常のプライと０．０２～０．０６ｍｍの厚さを持つ薄肉プライとの組み合わせを含む；及び(b)０.０２～０．０６ｍｍの厚さを有する炭素繊維薄肉プライと接着剤を含む強化結合材料により形成される接着継手で、前記の複数の結合されたサブラミネートモジュールを複合材及び／又は金属部品（ｃｏｍｐｏｎｅｎｔ）に結合する接着継手、を含む複合材料。
【選択図】なし
","特開2014-177125","","特許5788556","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-177125/11/ja"
"特開2014-131813","特願2013-000597","2013/01/07","2014/07/17","型枠付立体溶接鉄筋製造装置","株式会社浪速電機製作所,伊藤忠商事株式会社","B23K11/14,103,B23K37/04@F,B23K37/04@J,E04C5/06","(57)【要約】
【課題】吊りスペーサの両端の足部を確実に型枠に溶接できるようにすることである。
【解決手段】スペーサ供給装置で、吊りスペーサ１５０の両端の足部１５０ａに、下方へ突出する突出部１５０ｂを形成することにより、吊りスペーサ１５０の足部１５０ａを型枠１３０の上面に抵抗溶接する際に、足部１５０ａの突出部１５０ｂのみが型枠１３０と接触するようにして、抵抗溶接の電極７３ａ、７３ｂ間の溶接電流Ｅが足部１５０ａの突出部１５０ｂに集中するようにし、吊りスペーサ１５０の両端の足部１５０ａを確実に型枠１３０に溶接できるようにした。
【選択図】図１１
","特開2014-131813","","特許5594675","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-131813/11/ja"
"特開2012-213622","特願2012-073557","2012/03/28","2012/11/08","複層式布団およびその製造方法","伊藤忠商事株式会社","A47G9/02@A,A47G9/02@C,A47G9/02@E","(57)【要約】      （修正有）
【課題】立体キルトのマチの配置作業が簡単になり、かつ、キルトマス目の密封独立性が損なわれない複層式布団を提供する。
【解決手段】少なくとも３枚の第１～第３布地を有し、第１布地と第２布地２の間に第１素材が、第２布地２と第３布地３の間に第２素材５が夫々配置され、第１布地と第２布地２は立体キルトにより、第２布地２と第３布地３は叩きキルト７により夫々結合され、且つ、立体キルトと叩きキルト７の配置は異なっている複層式布団において、第２布地２に形成された立体キルトのマチ８ｂは、叩きキルト７により第２布地２に縫着された後に切断されて第２布地２から起立している。
【選択図】図７
","特開2012-213622","","特許5775020","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-213622/11/ja"
"特開2011-148428","特願2010-012006","2010/01/22","2011/08/04","車両用空気調和システム","株式会社アイ・シー・エル,伊藤忠商事株式会社","B60H1/32,613@K,B60H1/32,614,B60H1/32,615","(57)【要約】
【課題】車室内への水の流れ落ちを抑制する。
【解決手段】空気調和システムは、キャブ５の車室内に設置され、冷媒との熱交換によって車室の空気を冷却する室内機ユニット１と、車室の外部に設置され、外気との熱交換によって室内機ユニットで吸熱した冷媒から熱を放出させる室外機ユニット２とを備える。室内機ユニットは、蒸発によって温度が下げられた冷媒と車室内の空気とを熱交換させる蒸発器１１と、蒸発器よりも下方に設けられ、蒸発器からの水を車室の外部へ排出するためのドレンパイプ３４、ドレンパイプの一端が接続された底部３３ａ、及び底部の側縁から底部を囲む様に立設された側部３３ｂを有するドレン容器３３とを有する。ドレン容器の底部には、ドレンパイプとの接続部に向かって下り傾斜し、その傾斜角度が車両の駐車時に想定される基準傾斜角度よりも大きく定められた傾斜面３３ｄ～３３ｇが設けられている。
【選択図】図７
","特開2011-148428","","特許5492576","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-148428/11/ja"
"特開2011-148427","特願2010-012005","2010/01/22","2011/08/04","車両用空気調和システム、及び、その運転制御方法","株式会社アイ・シー・エル,伊藤忠商事株式会社","B60H1/32,623@B,B60H1/32,623@Z","(57)【要約】
【課題】エンジン始動に必要な蓄電量を確保する。
【解決手段】バッテリー３からの電源で動作し、車室内の温度を調整するエアコン（室内機ユニット１及び室外機ユニット２）と、エアコンの運転開始や運転停止時に操作され、運転開始や運転停止を示す信号を出力するＯＮ／ＯＦＦスイッチと、このＯＮ／ＯＦＦスイッチからの運転開始を示す信号の受信から判断時間が経過するまで、バッテリー３の電源電圧が基準電圧以上であるか否かを判断し、基準電圧以上の電圧を維持した場合にエアコンの運転を開始させ、エアコンの運転中にバッテリーの電源電圧を監視し、エンジン始動に必要な電圧以上であることを条件に空気調和機の運転を継続させる一方、この電圧未満の場合に空気調和機の運転を停止させる制御部１６ａとを有する。
【選択図】図２
","特開2011-148427","","特許5393503","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-148427/11/ja"
"特開2010-233409","特願2009-080608","2009/03/27","2010/10/14","電力供給装置及び方法","株式会社日本総合研究所,伊藤忠商事株式会社","B60H1/22,671,B60L3/00@S,B60L11/18@C,H02J7/00@P,B60L53/18,B60L53/31,H02J7/00,H02J7/40,H02J7/80,H02J7/84","(57)【要約】
【課題】車両に備え付けられた機器を制御する電力供給装置、及び電力供給方法を提供する。
【解決手段】車両のバッテリを充電するための電力を供給する電力供給装置であって、当該電力供給装置と車両とを接続するケーブルを介して制御信号を送信することで、車両に備え付けられた機器を制御する車両制御部を備える。これにより、車両のバッテリを充電させながら、電力供給装置が車両に備え付けられた機器を制御することができる。また、ユーザがわざわざ車両に行って機器を制御する手間が省ける。
【選択図】図４
","特開2010-233409","","特許5379534","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-233409/11/ja"
"特開2010-233408","特願2009-080597","2009/03/27","2010/10/14","充放電制御装置、及び充放電制御方法","株式会社日本総合研究所,伊藤忠商事株式会社","H01M10/44@P,H02J7/00@P,H02J7/34@C,H02J7/35@K,H02J7/00,H02J7/80,H02J7/82","(57)【要約】
【課題】太陽光などで発電された余剰電力を有効に使用する充放電制御装置を提供する。
【解決手段】発電部による将来の発電量である予想発電量を所定期間毎に算出する発電量算出部と、発電部によって発電された電力を消費する電力負荷が将来消費する電力量である予想消費電力量を所定期間毎に算出する消費電力量算出部と、予想発電量が予想消費電力量より大きくなる期間である余剰電力期間を判断する余剰電力期間判断部と、余剰電力期間における予想発電量から予想消費電力量を差し引いた電力量である予想余剰電力量を算出する余剰電力量算出部と、余剰電力期間の開始時の電池の残量を、予め設定された充電量から予想余剰電力量を差し引いた量にすべく、電池の充放電を制御する充放電制御部とを備える。
【選択図】図２
","特開2010-233408","","特許5430994","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-233408/11/ja"
"特開2010-232106","特願2009-080629","2009/03/27","2010/10/14","電池制御装置、車両、及び電池制御方法","伊藤忠商事株式会社,株式会社日本総合研究所","B60L3/00@S,B60L11/18@A,H01M10/44@A,H01M10/44@Z,H01M10/48@P,H02J7/00,302@C,B60L58/16,B60L58/18,H02J7/00,H02J7/50,H02J7/80,H02J7/84","(57)【要約】
【課題】電池回路の効率をよくする電池制御装置、車両、電池制御方法を提供する。
【解決手段】複数の電池が並列に接続された電池回路と、並列に接続された前記複数の電池のそれぞれを、前記電池回路から電気的に切り離す複数のスイッチと、前記スイッチを制御して、劣化がより大きい前記電池を前記電池回路から切り離すことで、劣化がより小さい前記電池を劣化がより大きい前記電池より優先的に使用させるスイッチ制御部とを備える。
【選択図】図１
","特開2010-232106","","特許5738519","拒絶2014-006795","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-232106/11/ja"
"特開2010-232105","特願2009-080624","2009/03/27","2010/10/14","電池組立装置、及び電池組立方法","伊藤忠商事株式会社,株式会社日本総合研究所","H01M2/10@E,H01M10/48@P,H01M50/267","(57)【要約】
【課題】電池セルの寿命を延ばすように電池パックを組み立てる電池組立装置、及び電池組立方法を提供する。
【解決手段】複数の電池セルのうち、第１電圧から前記第１電圧より高い第２電圧までの充電にかかる充電時間と電圧との関係とを示す充電カーブが互いに類似する複数の前記電池セルを１つの電池パックに組み込む電池セルとして選択する。これにより、電池セル及び複数の電池セルを組み込んだ電池パックの寿命を延ばすことができる。
【選択図】図８
","特開2010-232105","","特許5497319","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-232105/11/ja"
"特開2010-232104","特願2009-080618","2009/03/27","2010/10/14","電池制御装置、車両、及び電池制御方法","伊藤忠商事株式会社,株式会社日本総合研究所","H01M10/44@P,H01M10/48@P,H02J7/02@H,H02J7/00,H02J7/50,H02J7/80,H02J7/82,H02J7/84","(57)【要約】      （修正有）
【課題】電池回路の効率をよくする電池制御装置、車両、電池制御方法を提供する。
【解決手段】複数の電池４０１が直列に接続された電池回路と、複数の電池のそれぞれを電池回路から除外する複数のバイパス回路４０２と、複数の電池をそれぞれ直列に接続させるかバイパス回路に接続させて電池回路から除外するかを切り換える複数のスイッチ４０３と、複数の電池のそれぞれの劣化を検出する劣化検出部４０６と、スイッチを制御して、劣化がより大きい電池を電池回路から除外して、劣化がより小さい電池を直列に接続させるスイッチ制御部４０７とを備える。
【選択図】図４
","特開2010-232104","","特許5480520","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-232104/11/ja"
"特開2010-232103","特願2009-080617","2009/03/27","2010/10/14","電池パック","伊藤忠商事株式会社,株式会社日本総合研究所","H01M2/10@E,H01M10/04@Z,H01M10/48@P,H01M10/54,H01M50/249,H01M50/204,401@D","(57)【要約】
【課題】電池セル単位に分解した後であっても、電池セルの劣化情報を簡単に知ることができる電池パックを提供する。
【解決手段】複数の電池と、複数の電池のそれぞれに対応して設けられ、複数の電池のそれぞれの劣化情報を記録する複数のメモリとを備える。また、前記電池と当該電池に対応する前記メモリとは、電池セルとして一体に形成されている。これにより、電池パックを分解した後であっても、電池セルの劣化情報を簡単に知ることができる。
【選択図】図１
","特開2010-232103","","特許5421632","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-232103/11/ja"
"特開2010-232102","特願2009-080598","2009/03/27","2010/10/14","電池パッケージ、電池モジュール、および電池パック","株式会社日本総合研究所,伊藤忠商事株式会社","H01L31/04@R,H01M2/10@M,H01M2/30@C,H01M14/00@P,H02S40/36,H01G9/20,117,H01G9/20,119,H01G9/20,203@A,H01M50/258,H01M50/296,H01M50/50,101,H01M50/505","(57)【要約】
【課題】複数の電池モジュールを繋ぎ合わせて、任意の形状の電池パックを構築すること。
【解決手段】電池を内包できる電池パッケージでは、電池パッケージの外側表面に設けられた凸部と、電池パッケージの外側表面に設けられた凹部と、凸部が他の電池パッケージの凹部に嵌め合わされた場合、当該他の電池パッケージの端子に電気的に接続される第１端子と、凹部が他の電池パッケージの凸部に嵌め合わされた場合、当該他の電池パッケージの端子に電気的に接続される第２端子とを備える。
【選択図】図１
","特開2010-232102","","特許5497318","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-232102/11/ja"
"特開2010-228678","特願2009-080599","2009/03/27","2010/10/14","製造方法および車両","株式会社日本総合研究所,伊藤忠商事株式会社","B60L3/00@S,B60L11/18@Z,B62D65/10@Z,B60L50/60","(57)【要約】
【課題】電気自動車に用いられる電池パックを有効に利用すること。
【解決手段】車両の製造方法は、シャシ準備工程と、配線部形成工程と、電池モジュール接続工程とを備える。シャシ準備工程では、複数の電池モジュールが設置されている車両のシャシを準備する。配線部形成工程では、車両のボディに配線部を形成する。電池モジュール接続工程では、シャシとボディとを結合することで、配線部により複数の電池モジュールを電気的に接続する。
【選択図】図３
","特開2010-228678","","特許5280267","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-228678/11/ja"
"特開2007-172064","特願2005-365147","2005/12/19","2007/07/05","商品販売データ処理装置","東芝テック株式会社,株式会社ファミリーマート","G07G1/00,311@D","(57)【要約】      （修正有）
【課題】決済を終えた他人の商品が電子タグリーダから所定距離離れなくても既に決済を終えた他人の商品が誤って再登録されないようにする。
【解決手段】電子タグデータバッファと商品アイテムバッファを設ける。電子タグリーダで読取った電子タグデータと同一のデータが電子タグデータバッファに記憶されているか否かを判断し、記憶されている場合には電子タグから読取った電子タグデータを破棄する。同一データが記憶されていない場合には電子タグから読取った電子タグデータを電子タグデータバッファに追加するとともに、この電子タグデータを基に商品販売データを取得し商品アイテムバッファに追加する。１商取引の登録締めが宣言されると、商品アイテムバッファに記憶された商品販売データに基づいて当該１商取引を決済させ、その後、商品アイテムバッファをクリアする。
【選択図】図５
","特開2007-172064","","特許4942993","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-172064/11/ja"
"特開2007-171301","特願2005-365441","2005/12/19","2007/07/05","電子タグおよびそれを貼付した金属製物品","株式会社ファミリーマート,東芝テック株式会社,株式会社トッパンＴＤＫレーベル","G06K19/00@H,G06K19/00@K,G06K19/07,230,G06K19/077,224,G06K19/077,248,G09F3/00@M,G09F3/02@M","(57)【要約】
【課題】物品に貼付する箇所に制限がなく、金属製の物品に貼付して使用しても、無線リーダ／ライタとの間の無線通信をエラー無く行わせ、簡単、軽量で安価に製作する。
【解決手段】電子タグ１は、各種情報が記憶されるＩＣチップと、該ＩＣチップに接続されたアンテナコイルとを備えたインレット３を有する電子タグシール４をシート状のタグ基材２に装着してなり、タグ基材２が、電子タグシール４を装着する装着部２ａと、装着部２ａの一側辺に折り曲げ許容部２ｂを介して接続され、かつ付着されている粘着剤５によってタグ基材２を金属製物品（物品）に貼り付ける貼付部２ｃとを有すると共に、折り曲げ許容部２ｂが、装着部２ｃの一側辺に沿う折り曲げ線において装着部２ａにおける電子タグシール４の装着面２ａと貼付部２ｃにおける粘着剤５の糊面とが互いに反対側になるように折り曲げて折り癖を付与可能とした構成とされている。
【選択図】図２
","特開2007-171301","","特許4739010","","","特許 有効","出願人・権利者等の氏名変更","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-171301/11/ja"
