"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2021-141686","特願2020-036916","2020/03/04","2021/09/16","回転電機","シンフォニアテクノロジー株式会社,三菱重工エンジン＆ターボチャージャ株式会社","H02K5/20,H02K5/24@A","(57)【要約】
【課題】冷却機能の低下を抑制しつつ、ステータの振動がハウジングの外周壁まで伝わることを抑制する。
【解決手段】回転電機１は、ロータ１１と、ステータ１２と、流路部３０を有するハウジング３とを備える。流路部３０は、ステータ１２の外周面１２ａと接触した内周壁３２と、内周壁３２の径方向における外側に配置され、内周壁３２との間に冷媒流路３１が形成されるように設けられた外周壁３３と、周方向の所定位置に入口４１が形成された入口部３５と、所定位置とは異なる位置に出口４４が形成された出口部３６とを有する。冷媒流路３１は、第１流路５１と、第１流路５１よりも周方向における長さが短い第２流路５２とを含む。第２流路５２には、径方向において内周壁３２と外周壁３３との間に配置され、周方向に貫通したスリット５３が形成された隔壁部３７が設けられている。スリット５３の幅Ｗ１は、第１流路５１の幅Ｗ２よりも狭い。
【選択図】図３
","特開2021-141686","","特許7554563","拒絶2024-011763","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-141686/11/ja"
"特開2021-141635","特願2020-034708","2020/03/02","2021/09/16","インバータ試験装置","シンフォニアテクノロジー株式会社","H02M7/493","(57)【要約】
【課題】供試インバータによって駆動されるモータを模擬するインバータ試験装置において、より多くのモータ模擬装置を精度良く同期させて駆動可能な構成を、コンパクトな構成によって実現する。
【解決手段】インバータ試験装置１は、供試インバータ２によって駆動される前記モータを模擬するように、互いに並列に接続された複数のモータ模擬装置１１，１２，１３と、複数のモータ模擬装置１１，１２，１３のうちそれぞれ対応するモータ模擬装置を駆動制御する複数の制御装置２１，２２，２３と、を備える。複数の制御装置２１，２２，２３のうち一つの制御装置２１は、回転数指令に基づいて複数のモータ模擬装置１１，１２，１３を同期させるための位置センサ疑似信号を生成し、該生成した位置センサ疑似信号を複数の制御装置２１，２２，２３及び供試インバータ２に出力する。
【選択図】図１
","特開2021-141635","","特許7436812","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-141635/11/ja"
"特開2021-141634","特願2020-034707","2020/03/02","2021/09/16","モータ特性取得装置及びモータ特性取得方法","シンフォニアテクノロジー株式会社","H02P21/16,H02P21/06","(57)【要約】
【課題】モータの特性を取得するモータ特性取得装置またはモータ特性取得方法において、前記モータの回転数が所定回転数を超える領域でも、前記モータに流れる電流が定格電流を超えることなく、前記モータの最大出力トルクを検出可能な構成を得る。
【解決手段】モータ特性取得装置１は、モータ２に供給するｄ軸電流を変化させるとともに、各ｄ軸電流において、モータ２の入力電圧が所望電圧になるようにモータ２に供給するｑ軸電流を制御する電流制御部２０と、各ｄ軸電流において、モータ２の入力電圧が前記所望電圧の場合におけるモータ２の出力トルクを計測するトルク計測部６０と、トルク計測部６０による前記各ｄ軸電流におけるトルク計測結果の中から、モータ２の最大出力トルクを求める最大出力トルク取得部７０と、を備える。
【選択図】図１
","特開2021-141634","","特許7445121","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-141634/11/ja"
"特開2021-140221","特願2020-034709","2020/03/02","2021/09/16","共振抑制制御装置","シンフォニアテクノロジー株式会社","G05B13/02@C,H02P29/02","(57)【要約】
【課題】複数の振動モードを有する制御対象の各振動モードの共振周波数における振動の抑制制御を行う共振抑制制御装置において、簡単な構成で実装しやすく、且つ、前記複数の振動モードの共振周波数における振動を抑制可能な構成を提供する。
【解決手段】制御装置２は、複数の振動モードを有する制御対象Ｐの各振動モードの共振周波数における振動の抑制制御を行う共振抑制制御装置である。制御装置２は、前記複数の振動モードに対応する制御対象Ｐの出力を入力側に負帰還させる複数のフィードバックループ１１，１２を備える。複数のフィードバックループ１１，１２は、それぞれ、前記複数の振動モードから一部の振動モードを抽出するバンドパスフィルタ５１，６１、位相補償部５２，６２及び振幅調整部５３，６３を有する。バンドパスフィルタ５１，６１及び位相補償部５２，６２は、微分器として機能する。
【選択図】図２
","特開2021-140221","","特許7348526","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-140221/11/ja"
"特開2021-136712","特願2020-028748","2020/02/21","2021/09/13","リニアアクチュエータ","シンフォニアテクノロジー株式会社","H02K41/03@A,H02K1/18@D,H02K1/18@B","(57)【要約】      （修正有）
【課題】リニアアクチュエータの性能を向上させる。
【解決手段】リニアアクチュエータ１は、固定子２と、固定子２に対して隙間を空けて配置される可動子３とを備え、固定子２は、ヨーク部１０と、可動子３に向かって突出する複数のティース部１１、１２とを有し、ティース部１１、１２は、その基端部において固定子２の軸方向に積層された複数の積層板を含むティース軸方向積層部１１ａ、１２ａと、その先端部において固定子２の周方向に積層された複数の積層板を含むティース周方向積層部１１ｂ、１２ｂとを有する。
【選択図】図１
","特開2021-136712","","特許7417077","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-136712/11/ja"
"特開2021-128995","特願2020-022072","2020/02/13","2021/09/02","ロードポート、及びロードポートにおけるマッピング処理方法","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","(57)【要約】
【課題】装置全体の大型化を招来することなく、平面形状が矩形状で大型の搬送対象物であっても格納容器内における搬送対象物の収容状態を精度良く且つ正確に検出可能なロードポート、及びロードポートにおけるマッピング処理方法を提供する。
【解決手段】格納容器３内の各スロット３４における搬送対象物Ｗの有無を含む収容状態に関する情報をマッピングするマッピング機構Ｍとして、マッピングアームＭ４によって同じ高さ位置に支持されて撮影及び画像処理を伴わずに搬送対象物Ｗの端面Ｗａを検知可能な３つ以上のマッピングセンサＭ１，Ｍ２，Ｍ３と、これら３つ以上のマッピングセンサＭ１，Ｍ２，Ｍ３によるセンシング情報に基づいて搬送対象物Ｗの収容状態の良否を判別する判別部Ｍ５とを有するものを適用した。
【選択図】図３
","特開2021-128995","","特許7583239","拒絶2024-013326","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-128995/11/ja"
"特開2021-122062","特願2021-083685","2021/05/18","2021/08/26","容器パージ装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","(57)【要約】      （修正有）
【課題】容器内へガスの注入及び排出する技術において、小型化された不活性ガスの供給機構を備える容器パージ装置を提供する。
【解決手段】容器パージ装置としてのロードポート１００は、基板収容容器の底部に設けられる排出部を介して、基板収容容器内の気体を排出する排出機構と、底部に設けられる注入部を介して不活性ガスを基板収容容器内に供給する供給機構とを備え、排出機構と供給機構とを動作させることにより、基板収容容器内の不活性ガスの濃度を高める。供給機構は、載置台２から昇降可能に設けられる注入ノズル５と、注入ノズルを基板収容容器の注入部に接触させるように注入ノズルを昇降可能に収容する筐体とを有する。注入ノズルが筐体をシリンダとするピストンとなることで注入ノズルの昇降駆動を可能とし、筐体は注入ノズルが貫通する開口部を有し、注入ノズルの一部が筐体外に露出して注入部に接触する。
【選択図】図２
","特開2021-122062","","特許7193755","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-122062/11/ja"
"特開2021-119617","特願2021-074617","2021/04/27","2021/08/12","ロードポート及びロードポートを備える基板搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,B65G1/00,541,H10P72/30@A","(57)【要約】      （修正有）
【課題】回転機構を備えるロードポートにおいて、容器の受渡位置を、回転機構を備えないロードポートに合わせた場合でも、容器の回転時に容器のドア部等への衝突を回避するロードポート及び基板搬送システムを提供する。
【解決手段】基板搬送システムにおいて、ロードポート４は、開口部を有するベース２０と、ベース２０に設けられ、開口部を開閉するドア部と、ベースと直交する前後方向において、ベースから前方に突設され、載置トレイ２３を支持するフレーム２２と、載置トレイを鉛直軸周りに回転させる回転機構２４と、ＦＯＵＰ３００がＯＨＴによって載置トレイに載置された後、回転機構が載置トレイを回転させる前又は回転させている最中に、ドア部及び載置トレイのうち少なくともいずれか一方を他方から遠ざける移動機構と、を備える。ＦＯＵＰとドア部等とが相対的に遠ざかるため、ＦＯＵＰが回転時にドア部等に衝突することを回避できる。
【選択図】図８
","特開2021-119617","","特許7148825","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-119617/11/ja"
"特開2021-119093","特願2020-013225","2020/01/30","2021/08/12","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/30,B65G47/14,101@C","(57)【要約】
【課題】設計上制約のある限られた加振力であっても大振幅の振動性能を発揮し、搬送対象物の搬送速度を向上させることが可能な振動搬送装置を提供する。
【解決手段】振動によってリニア搬送面上の搬送対象物Ｗを搬送させる振動搬送装置Ｘであって、リニア搬送面を有する第１質量体１と、第１質量体１に対して逆位相で振動する第２質量体２と、第１質量体１と第２質量体２を接続する第１弾性体３と、基台４と第１弾性体３を接続する第２弾性体５とを備え、第１質量体１の少なくとも一部（可動ウェイト１１）と、第２質量体２の少なくとも一部（カウンターウェイト２１）と、第１弾性体３とを一体構造にした。
【選択図】図３
","特開2021-119093","","特許7401753","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-119093/11/ja"
"特開2021-109746","特願2020-003118","2020/01/10","2021/08/02","回転振動機及び振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/10","(57)【要約】      （修正有）
【課題】共振特性を決定づける主機械要素である第１弾性体を質量体に適切に取り付けることで、部品間の滑りや固定部材のたわみによる加振ロスを解消して、振動機としての高周波数、大振幅化を実現可能とした、回転振動機を提供する。
【解決手段】第１質量体である回転盤１と、この回転盤１に対し対向軸ｍ方向に相対して配置される第２質量体である基台２と、回転盤１と基台２を対向軸ｍ回りに相対振動させる加振源３と、回転盤１と基台２の間を接続する位置に配置される第１弾性体４とを備え、第１弾性体４を、板バネと、板バネの一端側に連設されて回転盤１の一部をなす第１連設部４１と、板バネの他端側に連設されて基台２の一部をなす第２連設部４２とを含む一体型板バネ構造とし、このうち少なくとも第１連設部４１と回転盤本体１０との間を対向軸ｍに平行な方向に沿って連結具であるボルトｖ３によって連結した。
【選択図】図１
","特開2021-109746","","特許7436802","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-109746/11/ja"
"特開2021-109721","特願2020-001169","2020/01/08","2021/08/02","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/08","(57)【要約】
【課題】大幅なコストアップや構造の複雑化を招来することなく、ピッチングを容易に調整可能な防振構造を有する振動搬送装置を提供する。
【解決手段】振動によってリニア搬送面上の搬送対象物Ｗを搬送させる振動搬送装置Ｘであって、リニア搬送面を有する第１質量体１と、第１質量体１に対して逆位相で振動する第２質量体２と、第１質量体１と第２質量体２を接続する第１弾性体３と、基台４と第１弾性体３を接続する第２弾性体５とを備え、第２弾性体５の水平方向の弾性係数と第２弾性体５の鉛直方向の弾性係数に関して、少なくとも第２弾性体５の鉛直方向の弾性係数を独立して変更可能に構成した。
【選択図】図４
","特開2021-109721","","特許7440745","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-109721/11/ja"
"特開2021-106250","特願2019-238137","2019/12/27","2021/07/26","搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","(57)【要約】
【課題】搬送システムにおいてフレームウェハを反転させる必要がある場合に、装置の肥大化を抑制しつつ搬送効率の低下を抑制する。
【解決手段】搬送システム１は、複数のフレームウェハ１００を収容可能な容器Ｆが載置される載置部１１ａと、載置部１１ａに載置された容器Ｆに複数のフレームウェハ１００を出し入れする搬送ロボット２１と、複数のフレームウェハ１００を一時的に保管するバッファストッカ２３と、を備える。バッファストッカ２３は、複数のフレームウェハ１００を保持する保持部４２と、保持部４２を反転させるモータ４３と、を有する。
【選択図】図３
","特開2021-106250","","特許7453507","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-106250/11/ja"
"特開2021-106249","特願2019-238136","2019/12/27","2021/07/26","搬送システム","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","(57)【要約】      （修正有）
【課題】フレームウェハの表裏を人手によらず判別する搬送システムを提供する。
【解決手段】フレームウェハ１００を他装置に受け渡す搬送システムにおいて、フレーム１０２は、ウェハ１０１の表面と直交する方向から見たときに、一部が所定の中心線２０２に関して非対称に形成されている。搬送ロボット２１は、フレームが所定の仮想平面内に延在するようにフレーム１０２を保持するハンド４３と、ハンドに保持されたフレーム１０２のうち、仮想平面内の所定の第１領域１１１に位置している部分を検知する第１センサ５５と、ハンドに保持されたフレーム１０２のうち、中心線２０２を挟んで第１領域１１１とは反対側の第２領域１１２に位置している部分を検知する第２センサ５６と、制御部１６と、を有する。制御部は、第１センサによる検知結果及び第２センサによる検知結果に基づき、フレームウェハ１００の表裏を判定する。
【選択図】図３
","特開2021-106249","","特許7421077","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-106249/11/ja"
"特開2021-095228","特願2019-225692","2019/12/13","2021/06/24","巻上搬送装置における振れ止め制御システム","シンフォニアテクノロジー株式会社,国立大学法人豊橋技術科学大学","B66C13/22@M,B66C13/06@M,B66C23/00@C","(57)【要約】      （修正有）
【課題】地切りによる初期振れと地切り後の搬送による振れとの双方を減衰させることができる振れ止めシステムを提供する。
【解決手段】巻上搬送装置は、移動手段のための第１の駆動手段２と、揚上手段のための第２の駆動手段４と、巻上ロープの軸線方向の角度を検出するロープ角検出手段７と、駆動手段による駆動状態を制御する制御手段９とを備える。制御手段９は、移動手段の移動を制御する搬送制御部と、吊荷を所定の高さまでの揚上を制御する揚上制御部と、吊荷の状態を判別する判別部とを備える。搬送制御部９は、判別部によって判別される吊荷Ｍの状態を参照しつつ、巻上ロープ５の軸線方向の角度を鉛直方向に誘導する。巻上搬送装置は吊荷角検出手段８をさらに備え、判別部は吊荷角検出手段８による検出値を併せて吊荷Ｍの状態を判別し、搬送制御部は、吊荷Ｍの重心から巻上ロープ５の先端に至る方向を、巻上ロープの軸線と併せて鉛直方向に誘導する。
【選択図】図１
","特開2021-095228","","特許7386476","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-095228/11/ja"
"特開2021-092972","特願2019-223208","2019/12/10","2021/06/17","キャリアパレット車及びパレット進入方法","シンフォニアテクノロジー株式会社","G05D1/02@W,B65D19/42,B60P1/02@Z,B60P3/00@L,G05D1/02@L,B65D19/00,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","(57)【要約】      （修正有）
【課題】キャリアパレット車を無人運転化した場合に、キャリアパレット車をパレットの下に適正に進入可能にする。
【解決手段】本発明のパレット進入方法は、貨物を載置する載置台を支持する左右１対の脚部材を有するパレットの載置台下部へキャリアパレット車を進入させる方法において、キャリアパレット車が有するレーザセンサからレーザ光を走査し、パレットの前端部にある第１検出面Ａまでの第１距離及び第２検出面Ａ’までの第２距離をそれぞれ検出する第１検出ステップと、第１検出面Ａに対してレーザ光を走査したときの光軸とキャリアパレット車との第１傾斜角度及び第２検出面Ａ’に対してレーザ光を走査したときの光軸とキャリアパレット車との第２傾斜角度をそれぞれ検出する第２検出ステップと、第１距離及び第２距離と、第１傾斜角度及び第２傾斜角度とに基づいて、キャリアパレット車を位置調整する位置調整ステップとを有する。
【選択図】図５
","特開2021-092972","","特許7417053","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-092972/11/ja"
"特開2021-091538","特願2019-224415","2019/12/12","2021/06/17","搬送装置、搬送装置において加振モータの設置位置を定める方法","シンフォニアテクノロジー株式会社","B65G27/20","(57)【要約】
【課題】トラフのピッチング振動を抑制した搬送装置を提供する。
【解決手段】トラフ２に対する加振力を発生する第１加振モータ３と、前記トラフ２に対する前記第１加振モータ３とは異なる加振力を発生する第２加振モータ４と、前記トラフ２の幅方向視にて、前記第１加振モータ３が有する回転軸３１の回転中心と前記第２加振モータ４が有する回転軸４１の回転中心とを結ぶ、モータ間基準線Ｌ１が、搬送装置１において振動する部分の重心Ｇと仮想的に設定した前記トラフ２の加振点Ｆとを結ぶ線に対して直交して前記加振点Ｆを通る加振基準線Ｌ２に対し、鋭角または鈍角で交差する搬送装置１である。
【選択図】図１
","特開2021-091538","","特許7378024","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-091538/11/ja"
"特開2021-090072","特願2021-034534","2021/03/04","2021/06/10","ドア開閉システムおよびドア開閉システムを備えたロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","(57)【要約】
【課題】ＦＯＵＰとＥＦＥＭとを連通する際、ＦＯＵＰおよびＥＦＥＭ内に大気が侵入するのを防止するドア開閉システムおよびドア開閉システムを備えたロードポートを提供する。
【解決手段】搬送空間を外部空間から隔離する壁の一部を構成するベース４１と、ベース４１に設けられた開口部９２と、開口部９２を開閉可能なドア８１と、ベース４１と容器７との間をシールする第１シール部材９４と、ベース４１とドア８１との間をシールする第２シール部材９６と、第１シール部材９４を介して容器７が開口部９２と当接する状態にあるとき、ベース４１、第１シール部材９４、第２シール部材９６、蓋体７２、およびドア８１によって構成された密閉空間と、密閉空間にガスを注入する第１ガス注入部８７と、密閉空間を排気する第２ガス排出部８８と、を備えた。
【選択図】図１１
","特開2021-090072","","特許7164824","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-090072/11/ja"
"特開2021-088441","特願2019-219422","2019/12/04","2021/06/10","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C,B65G47/28@M","(57)【要約】
【課題】パーツフィーダから他の搬送装置の搬送面へワークを受け渡すときのワークの姿勢乱れを低減することができるパーツフィーダを提供する。
【解決手段】振動によりワークを搬送する第１の搬送路を備え、前記第１の搬送路の終端部１１が、該終端部１１からワーク３を受け取って搬送する他の第２の搬送路の搬送面２１Ａに対して上下方向に隙間を有して位置しているパーツフィーダであって、第１の搬送路は、前記ワーク３の下方で当接支持し、前記ワークの搬送方向に沿って延びる第１部分１１１と第２部分１１２とを、備え、少なくとも前記終端部における第１部分１１１と第２部分１１２との間に、前記ワークの搬送方向に沿って延び、下方に開口する空間部Ｋを備えている。
【選択図】図２
","特開2021-088441","","特許7373721","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-088441/11/ja"
