"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特許7653568","特願2024-168114","2024/09/27","2025/03/28","活性エネルギー線硬化型インクジェット印刷用インク組成物","サカタインクス株式会社","C09D11/30,B41M5/00,120,C09D11/322","【要約】
【課題】活性エネルギー線硬化型インクジェット印刷用インク組成物において、その硬化印刷膜の滑り性を改善して、かつブロッキングを抑制しつつ、インクジェット印刷用インクとしての諸特性（吐出安定性や硬化性、硬化印刷膜のフレキシビリティ（延伸性）、耐擦過性、密着性）を確保すること。好ましくは、有機微粒子を含有する活性エネルギー線硬化型インクジェット印刷用インク組成物において、インク印刷物の色域を維持し、色再現性を向上させること。
【解決手段】着色剤と、単官能モノマー及びアミン変性オリゴマーを含有する重合性成分と、有機微粒子と、表面調整剤と、を含有する活性エネルギー線硬化型インクジェット印刷用インク組成物であって：前記有機微粒子が、平均粒子径０．１～０．８μｍの有機微粒子であり；前記有機微粒子の含有量が、前記インク組成物に対して、１．２～８質量％であり；前記有機微粒子と前記着色剤成分の含有比率(有機微粒子/着色剤成分)が１．５以下である、インク組成物。
【選択図】なし
","","","特許7653568","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7653568/15/ja"
"特許7638424","特願2024-083453","2024/05/22","2025/03/03","金属印刷用インキ組成物","サカタインクス株式会社","C09D11/037,C09D11/105","(57)【要約】
【課題】印刷中におけるミスチングの発生を低減させるとともに、印刷後の金属印刷物がレトルト処理を受けた後であっても良好な耐衝撃性を維持することのできる金属印刷用インキ組成物を提供すること。
【解決手段】カーボンブラック、樹脂及び溶剤を含んでなる金属印刷用インキ組成物であって、上記カーボンブラックとして中性カーボンブラックを含み、上記溶剤として溶解度パラメータ（ｓｐ値）が１０．０（ｃａｌ／ｃｍ３）１／２未満であり、かつ下記一般式（１）で表す化合物よりなる群より選択される少なくとも１つを含むことを特徴とする金属印刷用インキ組成物を用いればよい。一般式（１）中、各Ａは、それぞれ独立に、分岐を有してもよい炭素数２～４のアルキレン基であり、Ｒは、分岐及び／又は環構造を備えてもよい炭素数１～１３のアルキル基であり、ｎは、２～８の整数である。
【選択図】なし
","特開2025-086851","","特許7638424","拒絶2024-020111","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7638424/15/ja"
"特開2024-177475","特願2024-175199","2024/10/04","2024/12/19","ブラックマトリックス用顔料分散組成物、ブラックマトリックス用レジスト組成物、及び、ブラックマトリックス","サカタインクス株式会社","G02B5/20,101,C09B67/20@L,C09B67/20@F,C09C1/48,C09D17/00,G03F7/004,505,G03F7/004,501","(57)【要約】
【課題】基板に対する密着性に優れるブラックマトリックスを形成することができるブラックマトリックス用顔料分散組成物を提供する。
【解決手段】黒色着色剤と、銅フタロシアニンのスルホン化物と、アミン化合物とを含み、前記アミン化合物が以下の（Ａ）～（Ｃ）から選ばれる少なくとも１種であり、前記アミン化合物の含有量が、前記銅フタロシアニンのスルホン化物１００質量部に対して５～１００質量部であるブラックマトリックス用顔料分散組成物。
（Ａ）ピリジン骨格を有するアミン化合物
（Ｂ）アニリン骨格を有するアミン化合物
（Ｃ）カルバゾール骨格を有するアミン化合物
【選択図】なし
","特開2024-177475","","特許7755022","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-177475/11/ja"
"特許7600464","特願2024-174254","2024/10/03","2024/12/16","活性エネルギー線硬化型インクジェット印刷用インク","サカタインクス株式会社","C09D11/101,C09D11/40,C09D11/38","【要約】
【課題】（２，４，６－トリメチル ベンゾイル）ビス（ｐ－トリル）ホスフィン オキシドを光重合開始剤として含む、活性エネルギー線硬化型インクジェット印刷用インク組成物において、その硬化性を十分に高め、好ましくは、硬化物の耐溶剤性を改善すること。
【解決手段】室温での粘度が５ｃｐｓ以上８０ｃｐｓ以下である、活性エネルギー線硬化型のインクジェット印刷用インク組成物であって：前記インク組成物に対して１０質量％以上の単官能モノマーと、前記インク組成物に対して１～１５質量％のアミン変性オリゴマーと、（２，４，６－トリメチル ベンゾイル）ビス（ｐ－トリル）ホスフィン オキシドと、を含み、黒色顔料を更に含む場合には増感剤を含有する、インク組成物。
【選択図】なし
","","","特許7600464","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7600464/15/ja"
"特許7592929","特願2024-147247","2024/08/29","2024/12/02","インクジェット印刷物の製造方法","サカタインクス株式会社","B41M5/00,132,B41M5/00,120,B41M5/00,134,B41J2/01,125,B41J2/01,501,C09D5/00@D,C09D7/61,C09D133/00,C09D131/04,C09D11/54,C09D11/322,B41M5/00,100,B41J2/01,123","【要約】
【課題】インクジェット印刷物において、水性インクジェットインクによる印刷層の塗膜耐性を高めること。
【解決手段】バインダー樹脂及び水溶性多価金属塩を含有する水性プライマー組成物を、基材に塗布し、乾燥してプライマー塗布物を作成するプライマー塗布工程と；前記プライマー塗布物に、インクジェット装置を用いて、ガラス転移温度（Tg）が－２０～５０℃の水性樹脂エマルジョン及び顔料を含有する水性インクジェット用インク組成物を印刷し、乾燥してインクジェット印刷物を作製するインクジェット印刷工程と；前記インクジェット印刷物に対して、水分に晒しながら熱処理を行う熱処理工程と；を順に含むインクジェット印刷物の製造方法。
【選択図】図１
","","","特許7592929","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7592929/15/ja"
"特開2024-156994","特願2024-135515","2024/08/15","2024/11/06","脱離用プライマー組成物及び印刷物","サカタインクス株式会社","C09D5/00@D,C09D179/02,C09D5/20","(57)【要約】      （修正有）
【課題】使用時に確実に基材と印刷層を結合させることができ、かつ使用後に基材から印刷層をより簡単に、かつその後に印刷層を脱離液から分離脱離しやすくすること。また、基材フィルムに接着層を介し紙基材を積層した積層体の基材フィルムから接着層を分離脱離しやすくすること。
【解決手段】樹脂基材、脱離用プライマー層、印刷層の順に形成される印刷物の該脱離用プライマー層を形成するための、下記Ａ～Ｂのいずれか１種を含む組成物である、樹脂基材と印刷層用の脱離用プライマー組成物。
Ａ．アミン価が５．０～２５．０ｍｍｏｌ／ｇであるポリエチレンイミン化合物
Ｂ．アミン価が５．０～２５．０ｍｍｏｌ／ｇであるポリエチレンイミン化合物と、グリシジル基含有シランカップリング剤及び／又はイソシアネート基含有シランカップリング剤を含有し、ポリエチレンイミン化合物のアミノ基の数に対する比が０～２．５０である。
【選択図】なし
","特開2024-156994","","特許7620761","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-156994/11/ja"
"特開2024-153354","特願2023-067189","2023/04/17","2024/10/29","活性線硬化型インクジェット印刷用インク組成物","サカタインクス株式会社","C09D11/30","(57)【要約】
【課題】低印字率部と高印字率部との光沢差を低減させることができ、硬化性が優れるだけでなく、得られる塗膜にニス組成物を塗布する際のリコート性が優れる活性線硬化型インクジェット印刷用インク組成物を提供する。
【解決手段】重合性化合物と、重合開始剤と、ゲル化剤とを含み、インクジェット印刷により形成される硬化塗膜の濡れ指数は、４０ｍＮ／ｍ以上である、活性線硬化型インクジェット印刷用インク組成物。
【選択図】なし
","特開2024-153354","","特許7733052","拒絶2023-017511","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-153354/11/ja"
"特許7547663","特願2024-012156","2024/01/30","2024/09/09","電子線硬化型オフセット印刷インキ組成物","サカタインクス株式会社","C09D11/101,C09D11/102,B32B27/30@A,B32B27/00@E,C09D11/103","(57)【要約】
【課題】充分な「水幅」適性を有する活性エネルギー線（好ましくは、電子線）硬化型のオフセット印刷用のインキ組成物を提供すること。好ましくは、活性エネルギー線硬化型インキ組成物としての各種性能、例えば、硬化性、被印刷体への密着性、ラミネート適性が高いインキ組成物を提供する。
【解決手段】ケトン樹脂（Ａ）と、（メタ）アクリレート化合物（Ｂ）と、体質顔料（Ｃ）と、を含み、光重合開始剤を実質的に含まない電子線硬化型オフセット印刷インキ組成物であって；前記ケトン樹脂（Ａ）が、ケトンとホルムアルデヒドとの縮合によって得られる樹脂、またはその水素添加物である、電子線硬化型オフセット印刷インキ組成物を提供する。
【選択図】なし
","特開2025-117361","","特許7547663","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7547663/15/ja"
"特開2024-111214","特願2024-099785","2024/06/20","2024/08/16","裏刷りフィルム用水性フレキソ印刷インキ組成物","サカタインクス株式会社","C09D11/023,C09D11/033,C09D11/102,C09D11/03,C09D11/037","(57)【要約】
【課題】裏刷りフィルム用印刷インキ組成物として水性のフレキソ印刷用インキ組成物とすることにより、樹脂フィルム基材に対しても、裏刷り印刷を行うためのフレキソ印刷用インキ組成物を提供すること。
【解決手段】顔料と、水性ウレタン樹脂エマルジョンと、ＨＬＢ値３．０～８．０のアセチレン系界面活性剤と、沸点６０～２００℃の水溶性有機溶剤と、水と、を含有する、裏刷りフィルム用水性フレキソ印刷インキ組成物であって：前記アセチレン系界面活性剤の含有量は、インキ組成物全体に対して０．１～３．０質量％であり；前記水溶性有機溶媒は、エチレングリコール及びプロピレングリコールから選ばれる多価アルコール、又は当該多価アルコールの低級アルキルエーテルを含み；前記水溶性有機溶剤の含有量は、インキ組成物全体に対して０．１～２０質量％である、裏刷りフィルム用水性フレキソ印刷インキ組成物、を提供する。
【選択図】なし
","特開2024-111214","","特許7776579","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-111214/11/ja"
"特許7503222","特願2024-063289","2024/04/10","2024/06/19","水蒸気バリア性コート剤及び積層体","サカタインクス株式会社","C09D133/00,C09D7/61,C09D7/63,C09D125/10,B32B27/10,B32B27/28,101,B65D65/40@D,C09D201/00,C09D123/00","(57)【要約】
【課題】安全性が高く、水蒸気バリア性に優れる水蒸気バリア性コート剤及び積層体を提供すること。
【解決手段】アニオン性バインダー樹脂、アミノ酸類、無機層状化合物、及び水系媒体を含有する水蒸気バリア性コート剤であり、前記水蒸気バリア性コート剤に含まれる全固形分中、前記アミノ酸類の割合が０．５質量％以上４０．０質量％以下であることを特徴とする水蒸気バリア性コート剤。
【選択図】なし
","特開2025-087559","","特許7503222","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7503222/15/ja"
"特許7494370","特願2023-200306","2023/11/28","2024/06/03","金属印刷用インキ組成物","サカタインクス株式会社","C09D11/02","(57)【要約】
【課題】印刷時における良好な転移性を備えるとともに、印刷後の金属印刷物がレトルト処理を受けた後であっても良好な耐衝撃性を維持することのできる金属印刷用インキ組成物を提供すること。
【解決手段】カーボンブラック、アルキッド樹脂及び溶剤を含んでなる金属印刷用インキ組成物であって、上記カーボンブラックとして中性カーボンブラックを含み、上記アルキッド樹脂の質量平均分子量が６，０００未満であることを特徴とする金属印刷用インキ組成物を用いればよい。
【選択図】なし
","特開2025-086388","","特許7494370","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7494370/15/ja"
"特許7489534","特願2023-201251","2023/11/29","2024/05/23","水蒸気バリア性コート剤及び積層体","サカタインクス株式会社","C09D201/08,B32B27/10,B32B27/28,101,C08F210/00,C08F220/04,B65D65/40@D,C09D7/61,C09D7/63,C09D123/08,C09D133/00,C09D125/10","(57)【要約】
【課題】安全性が高く、水蒸気バリア性に優れる水蒸気バリア性コート剤及び積層体を提供すること。
【解決手段】アニオン性バインダー樹脂、アミノ酸類、無機層状化合物、及び水系媒体を含有する水蒸気バリア性コート剤であり、前記水蒸気バリア性コート剤に含まれる全固形分中、前記アミノ酸類の割合が０．５質量％以上４０．０質量％以下であることを特徴とする水蒸気バリア性コート剤。
【選択図】なし
","特開2025-086951","","特許7489534","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7489534/15/ja"
"特許7488412","特願2023-207440","2023/12/08","2024/05/21","培地の調製方法","サカタインクス株式会社","C12N1/12@B,C12N1/16@F,H05H1/00","(57)【要約】
【課題】簡便な手段により、微生物の培養に際して必要な培地栄養素、特に、硝酸イオンを培地に供給する方法を提供すること。
【解決手段】本発明によれば、微生物の培養に際して、窒素及び酸素を含有する原料ガスを用いて得られるプラズマ含有ガスを培地に適用する、培地の調製方法が提供される。
【選択図】なし
","特開2025-091905","","特許7488412","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7488412/15/ja"
"特許7454114","特願2024-010773","2024/01/29","2024/03/21","濃縮湿し水組成物、湿し水組成物、それを用いた印刷物の製造方法、及び印刷物","サカタインクス株式会社","B41N3/08,101,B41M1/06","(57)【要約】
【課題】濃縮湿し水組成物の状態で時間が経過したものであっても、希釈して湿し水としたときに十分な防腐性を発揮することのできる濃縮湿し水組成物を提供すること。
【解決手段】湿し水の防腐剤としてイソチアゾリノン骨格を備えた化合物を含有する濃縮湿し水組成物の場合、その濃縮湿し水組成物中のヒドロキシカルボン酸及び／又はその塩の含有量を０．３質量％未満とする必要がある。ヒドロキシカルボン酸及び／又はその塩の含有量が０．３質量％以上では、イソチアゾリノン骨格を備えた化合物が分解してしまい、防腐性が著しく低下する。
【選択図】なし
","特開2025-051570","","特許7454114","","","特許 有効","公開公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7454114/15/ja"
"特開2024-002492","特願2022-101697","2022/06/24","2024/01/11","油性インクジェットインク組成物","サカタインクス株式会社","C09D11/36,C09D11/322","(57)【要約】
【課題】吐出安定性、低揮発性、及びＯＤ値の低下抑制に優れた、実質的にミネラルオイルを含有しない油性インクジェットインク組成物を提供すること。
【解決手段】顔料、溶剤、バインダー樹脂、及び顔料分散剤を含有する油性インクジェットインク組成物であって、前記溶剤は、炭素数１２～３０の高級脂肪酸アルキルエステル化合物を含有し、かつ実質的にミネラルオイルを含有せず、前記バインダー樹脂は、アクリル系樹脂及び／又は塩素化ポリプロピレン樹脂であり、粘度が２ｍＰａ・ｓ～３０ｍＰａ・ｓ（２５℃）である油性インクジェットインク組成物。
【選択図】なし
","特開2024-002492","","","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-002492/11/ja"
"特開2024-002282","特願2022-101382","2022/06/23","2024/01/11","活性エネルギー線硬化型インキ組成物","サカタインクス株式会社","C09D11/101","(57)【要約】
【課題】光重合開始剤を用いずとも重合可能なモノマーやオリゴマーを用いることで光重合開始剤の使用を削減しつつ、さらに、環境への配慮からジアリルフタレート樹脂の使用を削減しながらも、良好な流動性を備え、かつそれを用いて得た印刷物におけるドライダウンや耐スクラッチ性を良好とすることのできる活性エネルギー線硬化型インキ組成物を提供すること。
【解決手段】（Ａ１）アリル系モノマーの重合体、（Ａ２）ロジン変性樹脂及び（Ａ３）テルペンモノマー骨格含有樹脂から選択される少なくとも１つの（Ａ）成分と、（Ｂ１）アミン官能基を備えたモノマー及び／又はオリゴマー及び／又は（Ｂ２）アミン官能基を持たずアリールケトン骨格又はアルキルアリールケトン骨格を備えたモノマー及び／又はオリゴマーと、アミン官能基を備えたポリエーテルアクリレートとの両方の（Ｂ）成分とを含む活性エネルギー線硬化型インキ組成物とする。
【選択図】なし
","特開2024-002282","","特許7785431","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2024-002282/11/ja"
