"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2023-145790","特願2023-130765","2023/08/10","2023/10/11","クリーンルームシステム及び空気排出方法","高砂熱学工業株式会社","F24F7/06@C,F24F13/08@A","(57)【要約】
【課題】クリーンルームにおいて、温度等の条件を保つ。
【解決手段】温度及び清浄度が管理されるクリーンルームに設置されるクリーンルームシステムが、前記クリーンルームの下部において、前記クリーンルームの室内へ空気を送風する送風部と、前記送風部より上部において、前記空気を吸い込む吸引部と、前記送風部から一定距離以上離れた地点に設置され、かつ、前記送風部による送風及び前記吸引部による吸い込みによって成層される下層及び上層のうち、前記下層から前記上層へ前記空気を排出させる排出部とを含む。
【選択図】図１７
","特開2023-145790","","特許7635499","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-145790/11/ja"
"特開2023-126829","特願2023-102697","2023/06/22","2023/09/12","配管等の設計装置、設計システム、設置支援方法","株式会社ダイテック,高砂熱学工業株式会社","G06F30/13,E04B1/00,502@Z,E04B1/348@V,G06F111:04","(57)【要約】
【課題】複数の支持部材を設置する場合において、不要な支持部材の設置を少なくすることができる。
【解決手段】建築物に設置される対象物を支持する複数の支持部材の設置を支援する設計装置が、前記複数の支持部材のうち、第１支持部材を設置する第１ルールを定める第１支持部材データを入力する第１支持部材データ入力手段と、前記複数の支持部材のうち、前記対象物を耐震とするのに設置される第２支持部材を設置する第２ルールを定める第２支持部材データを入力する第２支持部材データ入力手段と、前記第１支持部材及び前記第２支持部材が設置される設置範囲を入力する設置範囲入力手段と、前記設置範囲に、前記第２ルールに基づいて前記第２支持部材を設置する第２支持部材設置手段と、前記設置範囲に、前記第１ルール及び前記第２支持部材が設置された位置に基づいて前記第１支持部材を設置する第１支持部材設置手段とを含む。
【選択図】図２５
","特開2023-126829","","特許7582701","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-126829/11/ja"
"特開2023-122216","特願2022-025789","2022/02/22","2023/09/01","空調システムの制御装置、制御方法、制御プログラム及び空調システム","高砂熱学工業株式会社","F24F11/64,F24F11/80,G06F1/20@A,G06F1/20@B,G06F1/20@D","(57)【要約】
【課題】熱源が存在する空間を空調対象とする空調システムにおいて、空調システムの制御目標値を適切に決定可能な空調用の制御技術を開示する。
【解決手段】熱源で発生している熱量に相関する値を入力値として熱源または熱源に繋がる機器から取得する第１の処理と、第１の処理により入力値を取得すると、空調機器を特定の制御目標値で作動させた場合の空間の仮想温度を入力値及び特性データから算出する処理を、値を互い違いにした複数の仮想制御目標値それぞれについて行う第２の処理と、複数の仮想制御目標値のうち、第２の処理によって算出された仮想温度が空間に規定の温度条件を満たしており、且つ、少なくとも空調システムを含む系全体の消費電力が最小になる仮想制御目標値を、空調機器の制御目標値として決定する第３の処理と、を実行する。
【選択図】図３
","特開2023-122216","","特許7754748","","","特許 有効","特許権の設定","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-122216/11/ja"
"特開2023-118908","特願2023-111170","2023/07/06","2023/08/25","クリーンルームシステム及び空気循環方法","高砂熱学工業株式会社","F24F7/06@C,F24F7/007@B,F24F3/167,F24F5/00,101@Z,F24F11/74,F24F11/84,F24F11/39,F24F110:10,F24F110:64,F24F110:20,F24F110:40,F24F110:30","(57)【要約】
【課題】クリーンルームにおけるエネルギーの使用量を少なくする。
【解決手段】クリーンルームに設置されるクリーンルームシステムは、前記クリーンルームの室内へ空気を送風する送風部と、前記クリーンルームの室内における温度を計測する温度計測部と、前記クリーンルームの室内における清浄度を計測する清浄度計測部と、前記温度及び前記清浄度に基づいて、前記空気を送風するか否か、又は、前記空気の量である送風量を判定する判定部と、前記判定部による判定結果に基づいて、前記送風部を制御する送風制御部とを含む。
【選択図】図７
","特開2023-118908","","特許7617983","拒絶2024-017269","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-118908/11/ja"
"特開2023-118901","特願2023-110946","2023/07/05","2023/08/25","フラッシング水処理用フィルタ装置、フラッシング水処理用フィルタシステム及びフラッシング水処理方法","高砂熱学工業株式会社","B01D29/08,520@C,B01D29/08,530@C,B01D29/08,540@A,B01D24/04,B01D24/26","(57)【要約】
【課題】フラッシング排水を処理するフィルタ装置の小型化を図る。
【解決手段】フラッシング水処理用フィルタ装置１０は、容器の両端に保持部材１２、１３と、保持部材１２、１３内側に開口１４ａ、１５ａを有する整流板１４、１５と、保持部材１２、１３と整流板１４、１５の間にスペーサ１６、１７とを有し、保持部材１２には入口部材１８が設けられ、保持部材１３には出口部材１８が設けられている。整流板１４、１５の間に、繊維径が１００μｍ以下の繊維を圧縮して、空隙率が８６％～９２％の繊維ろ材からなるフィルタＦが収納されている。
【選択図】図２
","特開2023-118901","","特許7550925","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-118901/11/ja"
"特開2023-087015","特願2023-075676","2023/05/01","2023/06/22","施工方法","高砂熱学工業株式会社","F24F3/044,F24F13/32,F24F1/0047","(57)【要約】
【課題】空調設備の施工に要する作業工数の削減及びメンテナンス性の向上を図る。
【解決手段】空調機器を設置する施工方法は、機内を通過する空気の温度を調整する既製の空調機器の空気経路上に配設される空調部品を既製の空調機器に組付可能に加工する製作工程と、空調部品を既製の空調機器に組付けて一体化する組付工程と、既製の空調機器と機外の空調設備とを、既製の空調機器に一体化された空調部品を通じて連結する連結工程と、を有する。
【選択図】図１５
","特開2023-087015","","特許7433497","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-087015/11/ja"
"特開2023-066068","特願2021-176566","2021/10/28","2023/05/15","蓄熱供給装置、蓄熱材及び蓄放熱方法","高砂熱学工業株式会社","F28D20/00@A","(57)【要約】
【課題】６０℃程度の低温域での安定した蓄熱運転が可能な蓄熱供給装置を提供する。
【解決手段】湿潤空気を供給する送気手段１０と、吸着質を吸着することで発熱する第１の吸着材Ｍ１を収容し、導入した前記湿潤空気を、当該湿潤空気よりも高温低湿の乾燥空気として導出する第１の蓄熱槽２０と、熱源７０から供給される熱媒との熱交換により、導入した前記乾燥空気を、当該乾燥空気よりも高温低湿の蓄熱用空気として導出する第１の熱交換器４０と、吸着質を吸着することで発熱する第２の吸着材Ｍ２を収容し、導入した前記蓄熱用空気により、前記第２の吸着材Ｍ２の蓄熱を行う第２の蓄熱槽３０と、を有する蓄熱供給装置。
【選択図】図１
","特開2023-066068","","特許7691342","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-066068/11/ja"
"特開2023-061800","特願2021-171949","2021/10/20","2023/05/02","配管の溶接方法","愛知産業株式会社,高砂熱学工業株式会社","B23K9/028@C,B23K37/02,301@A","(57)【要約】
【課題】管材の端部接合部の断面形状がいわゆるＶ開先のものであっても、自動溶接機を用いた際の溶け込み不良を抑え、建築現場での溶接作業を好適に行う。
【解決手段】Ｖ開先に加工成形されている配管１３、１４の端部１３ａ、１４ａを溶接によって接続する場合、少なくとも初層の溶接は、作業員が手作業で行なって、溶接ビードＢ１を形成する。次いで自動溶接機によって二層目以降の溶接を実施して、溶接ビードＢ２を形成する。かかるプロセスを経ることで、溶接工の作業を最小限に抑えて、Ｖ開先の管材の溶接作業を好適に行うことができる。
【選択図】図８
","特開2023-061800","","特許7760120","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-061800/11/ja"
"特開2023-058361","特願2021-168351","2021/10/13","2023/04/25","空調ユニット及び空調方法","ＴＭＥＳ株式会社,高砂熱学工業株式会社","F24F1/005,F24F8/108,110,F24F8/108,320,F24F1/0035,F24F1/035,F24F7/003","(57)【要約】
【課題】換気効率が良く施工が容易な空調ユニット及び空調方法を提供すること。
【解決手段】本発明による空調ユニットの一態様は、空調空間内の床上に設置される空調ユニットであって、前記空調空間内からの還気及び前記空調空間外からの外気の少なくともいずれかを取り込んで給気を作り出すパッケージ型の空調機と、前記空調機に取り付けられ、前記空調機が作り出す前記給気を前記空調空間内に吹き出す給気ユニットと、を備える。
【選択図】図１
","特開2023-058361","","特許7740638","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-058361/11/ja"
"特開2023-053246","特願2023-019794","2023/02/13","2023/04/12","仮想表示を用いる設計装置、設計システム及びプログラム","高砂熱学工業株式会社","G06F30/10,G06F30/12,G06F111:18,G06F30/20","(57)【要約】
【課題】ルール違反となる変更がされるのを防ぐ。
【解決手段】建築物における資機材の設置を支援する設計装置が、前記資機材を示すＣＡＤデータを入力するＣＡＤデータ入力手段と、前記資機材についての属性情報を示す属性情報データを入力する属性情報データ入力手段と、前記資機材の配置又は前記属性情報データの候補となる項目を変更するための変更操作を受け付ける変更操作受付手段と、前記資機材の配置又は前記項目に関する複数のルールを設定するルール設定手段と、前記資機材の配置又は前記項目が前記ルールに違反しているか否かを判定するルール判定手段と、前記ルール判定手段の判定結果に基づいた表示を行う表示手段とを含む。
【選択図】図２２
","特開2023-053246","","特許7389287","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-053246/11/ja"
"特開2023-033397","特願2023-001957","2023/01/10","2023/03/10","空調システムの制御装置、制御方法、制御プログラムおよび空調システム","高砂熱学工業株式会社","F24F11/70,F24F11/46,F24F11/54,F24F11/64,F25B1/00,371@F,F24F110:00,F24F110:22,F24F110:12,F24F140:00","(57)【要約】
【課題】室内の温度および相対湿度を取得できない空調システムにおいて、熱源の運転効率を高める事ができる空調用の制御技術を開示する。
【解決手段】本空調システムの制御装置は、記憶手段と、第１決定手段と、指示手段とを備える。記憶手段は、熱源機の設計情報に基づいて仮定された、空調機が室内に給気する空気の温度および相対湿度を含む室内条件の算出に用いる情報を記憶する。第１決定手段は、取得した外気の温度および相対湿度を含む外気条件と前記情報を基に算出された室内条件とが前記外気の除湿を不要とする所定条件を満たす場合に、前記熱源機から前記空調機に供給される冷水の温度を前記室内の顕熱を処理できる給気を可能とする温度に決定する。指示手段は、冷水の温度を決定した温度とするように熱源機の制御コントローラに指示する。
【選択図】図４
","特開2023-033397","","特許7490831","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-033397/11/ja"
"特開2023-024886","特願2022-208548","2022/12/26","2023/02/17","天吊り空調ユニット","高砂熱学工業株式会社","F24F1/0047","(57)【要約】
【課題】本願は、吊り下げ状態での据え付けを前提とする空調機器をフレームへ取り付けた天吊り空調ユニットの製作方法を提供することを課題とする。
【解決手段】本発明は、天吊り空調ユニットの製作方法であって、複数の天吊り用の空調機器同士を互いに組み付ける機器組み付け工程と、互いに組み付けられた複数の空調機器に、上側から、複数の空調機器を一体的に保持するフレームの上部を形成する上フレームを取り付ける上フレーム取り付け工程と、複数の空調機器が取り付けられた上フレームを上げて、複数の空調機器の下側から、フレームの下部を形成する下フレームを取り付ける下フレーム取り付け工程と、を有する。
【選択図】図１１
","特開2023-024886","","特許7640518","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-024886/11/ja"
"特開2023-023207","特願2021-128509","2021/08/04","2023/02/16","空調ユニット","高砂熱学工業株式会社","F24F7/007@B,F24F7/06@B,F24F11/46,F24F11/89,F24F11/74,F24F11/52,B61B1/02,F24F110:10,F24F110:12,F24F120:12","(57)【要約】
【課題】駅の地下ホームの混雑状況等に応じた好適な給気を駅の地下ホームへ送出することができるようにすること。
【解決手段】空調ユニットは、駅の地下ホームに設置される床置き型の空調ユニットであって、吸気口および送出口を有する筐体と、吸気口から筐体の内部に取り込まれた給気を、送出口から地下ホームに送出する送風機と、地下ホームの画像を撮像する撮像装置と、撮像装置によって撮像された地下ホームの画像に基づいて、地下ホームに存在する人物を検出する人物検出部と、人物検出部による人物の検出結果に基づいて、送風機による給気の送出量を制御する送出量制御部とを備える。
【選択図】図２
","特開2023-023207","","特許7747462","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-023207/11/ja"
"特開2023-023048","特願2021-128220","2021/08/04","2023/02/16","データセンタ用の空調システム及び空調方法","高砂熱学工業株式会社","F24F3/00@Z,F24F7/06@B,F24F3/044,F24F5/00@K","(57)【要約】
【課題】本願は、情報処理機器と無停電電源装置を効率的に冷却可能なデータセンタ用の空調システムを提供する。
【解決手段】本発明は、情報処理機器を収容したラックが整列する情報処理機器室と、情報処理機器室の隣に配置されており、情報処理機器へ電力を供給する無停電電源装置が設置される電気設備室と、を有するデータセンタ用の空調システムであって、情報処理機器室の上部から電気設備室の上部へ繋がる第１の経路と、電気設備室の下部から情報処理機器室の下部へ繋がる第２の経路と、第１の経路の途中に設けられており、情報処理機器室から電気設備室へ流れる空気を冷却する冷却コイルと、情報処理機器室から第１の経路を通って電気設備室を経由し、電気設備室から第２の経路を通って情報処理機器室へ流れる空気の循環流を発生させる送風ファンと、を備える。
【選択図】図２
","特開2023-023048","","特許7667023","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-023048/11/ja"
"特開2023-015108","特願2022-169600","2022/10/24","2023/01/31","識別部材及び貼り付け方法","高砂熱学工業株式会社","G06K19/06,037,G06K19/077,224,G09F3/00@M,G09F3/10@A,G06K19/08,030,G06K19/077,248","(57)【要約】
【課題】建築設備に用いられる資機材を管理する際の管理負荷を低減させる。
【解決手段】読み取りの原理が異なる読取手段によって読み取られる第１の領域と第２の領域とが折り曲げ可能に一体化された識別部材であって、前記第１の領域は、資機材に貼り付けられる貼り付け面と識別コードが印刷された面とを有し、前記第２の領域は、ＲＦＩＤのアンテナ部を構成し、前記貼り付け面の側に、緩衝材を有する。
【選択図】図５
","特開2023-015108","","特許7438309","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-015108/11/ja"
"特開2023-014791","特願2021-118949","2021/07/19","2023/01/31","作業車両管理システム、作業車管理方法、作業車両管理プログラム及びセンサー装置","高砂熱学工業株式会社","G06Q50/08","(57)【要約】
【課題】作業車両がどの利用者によって利用されるかを視覚的に理解しやすく表示する。
【解決手段】本作業車両管理システムは、複数の階層を有する建築物内の作業で使用される作業車両を管理する作業車両管理システムである。本作業車両管理システムは、上記作業車両に設けられた気圧センサーの検出値を基に、上記作業車両が配置された階層を取得する位置取得部と、上記作業車両に設けられた加速度センサーの検出値を基に、上記作業車両の稼働状況を取得する稼働状況取得部と、上記作業車両を示す車両名と上記作業車両を利用する利用者を示す利用者名とを対応付ける利用登録を受け付ける利用受付部と、上記建築物の複数の階層を示す階層画像を出力し、出力した上記階層画像中の上記作業車両が配置された階層に、上記作業車両の稼働状況、上記車両名及び上記利用者名を対応付けた利用状況を、上記利用者名でグループ分けして出力する出力部と、を備える。
【選択図】図６
","特開2023-014791","","特許7708603","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-014791/11/ja"
"特開2023-003441","特願2021-104525","2021/06/24","2023/01/17","空調システム、空調方法、及び空調システムを備えた発熱装置設置室","高砂熱学工業株式会社","F24F5/00,101,F24F13/06@A","(57)【要約】
【課題】発熱装置が設置された発熱装置設置室の空調エネルギーを可及的に抑制する空調システム、空調方法、及び空調システムを備えた発熱装置設置室を提供する。
【解決手段】本開示の一側面に係る空調システムは、発熱装置が設置された発熱装置設置室を置換空調する空調システムであって、発熱装置設置室の側部に設けられた第１の空調機と、発熱装置設置室の上部に設けられた第２の空調機と、屋外に設置され、少なくとも第２の空調機に冷却水を供給する冷却塔と、を備え、第１の空調機は、発熱装置設置室の上部に設けられた第１の吸気口から吸引した空気を、冷凍機で製造された冷熱で冷やし、発熱装置設置室の下部に設けられた第１の吹出口から吹き出す空調機であり、第２の空調機は、発熱装置設置室の上部に設けられた第２の吸気口と、冷却水を用いて冷却する冷却器と、冷却器によって冷却された冷気を第１の吸気口へ吹き出す第２の吹出口と、を含む。
【選択図】図３４
","特開2023-003441","","特許7773313","拒絶2025-010664","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2023-003441/11/ja"
"特開2022-186952","特願2022-171898","2022/10/27","2022/12/15","天吊り空調機の施工方法","高砂熱学工業株式会社","F24F1/0317,F24F13/32,F24F1/0047","(57)【要約】
【課題】本願は、空調機本体を吊り下げ状態でフレームに取り付けたものであっても、当該フレームを傾けた状態で運搬することが可能な天吊り空調ユニット及び施工方法を提供することを課題とする。
【解決手段】本発明は、天吊り空調ユニットであって、天吊り空調機本体と、空調機本体に連結される付帯部品と、空調機本体と付帯部品とを一体的に保持する天吊り用のフレームと、を備え、空調機本体が有する天吊り用の取付部分は、フレームに取り付けられていると共に、フレームが空調機本体と共に空調機本体の天吊り時の姿勢から傾けられた場合に、フレームに対する空調機本体の相対移動を規制するための規制手段を有し、空調機本体は、配管を工具不要で接続可能なカプラを有する。
【選択図】図７
","特開2022-186952","","特許7520087","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2022-186952/11/ja"
